l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,algorithm,bp_type,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements,dcache_overall_misses,dcache_overall_avg_miss_latency,dram_rank0_total_energy,dram_rank0_avg_power,dram_bwWrite_total,dram_bwRead_total,dram_bwTotal_total,dram_avgMemAcc_lat
256,8,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,64,mm,TournamentBP,0.027582,41366939,0.002267,16338,31582,7207338,20543.518178,0,0,6791655,20110445,26902100,24743.80
2,8,OFF,4,HBM2_2000_4H_1x128,None,32,quick,BiModeBP,0.035398,42794337,0.022724,129555,129032,5701345,44442.213732,0,0,74509013,153263285,227772298,27397.45
16,16,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,quick,LocalBP,0.027516,42630902,0.007348,41928,90952,5705843,13853.904312,0,0,4078540,9399134,13477674,24251.32
64,8,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,BiModeBP,0.027564,42606023,0.007942,45303,45112,5704243,16244.078759,0,0,3510677,6241204,9751882,24027.30
16,1,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,128,pen,BiModeBP,0.091064,67878482,0.069352,1220102,2961681,17592832,17873.726951,0,0,120461946,150643145,271105091,31513.12
1,8,ON,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,mm,MultiperspectivePerceptron64KB,0.054995,41438533,0.306936,2217617,8245899,7225013,13445.239417,0,0,3905540,8894530,12800070,24076.19
128,2,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,insert,None,0.613204,497375018,0.000220,30008,50598,136162687,20026.126366,0,0,410800,1213195,1623995,26491.74
64,2,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,snap,MultiperspectivePerceptron64KB,0.876903,322834700,0.016459,1938889,2965679,117800982,51442.824473,0,0,82493086,272227311,354720397,27777.23
256,1,ON,1,HBM2_2000_4H_1x128,BOPPrefetcher,32,insert,TournamentBP,0.613889,497679670,0.000293,39868,39581,136181623,22988.035517,0,0,278774,707777,986550,24735.13
16,8,ON,8,HBM2_2000_4H_1x128,None,32,pen,BiModeBP,0.096139,68891285,0.088835,1575385,1575330,17733774,17181.461357,0,0,101781311,25795902,127577213,26498.23
64,1,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,quick,None,0.030019,42414697,0.005383,30526,43804,5671293,45822.446439,0,0,50581678,161867764,212449442,30460.69
256,8,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,64,pen,MultiperspectivePerceptron64KB,0.075885,68195920,0.010510,184962,367501,17599267,29256.063408,0,0,131015396,105740039,236755434,25761.93
64,16,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,insert,BiModeBP,0.612783,497198122,0.000167,22731,35934,136160622,18694.360125,0,0,401056,1223429,1624485,31620.67
1,4,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,128,insert,TournamentBP,0.770752,497883496,0.018531,2524997,3213889,136256366,61978.677004,0,0,383060279,540720331,923780610,30496.67
1,2,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,snap,LocalBP,2.076650,337402428,0.248415,30830050,69667011,124106892,41716.669775,0,0,369142371,2262763197,2631905568,26961.05
2,8,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,mm,MultiperspectivePerceptron64KB,0.187713,41640002,0.318992,2324825,6865349,7288035,68502.767950,0,0,36539919,4703520331,4740060249,27872.47
32,1,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,BiModeBP,0.032316,42697401,0.010613,60524,91723,5702948,46522.908268,0,0,51578368,139616197,191194565,28929.45
4,16,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,32,quick,LocalBP,0.033161,42764527,0.013421,76627,155371,5709621,46136.720738,0,0,69814830,199853732,269668562,27054.63
32,16,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,MultiperspectivePerceptron64KB,0.029350,42219625,0.002530,14343,24144,5668455,65319.110367,0,0,56070516,210279154,266349670,35571.57
32,16,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,pen,MultiperspectivePerceptron64KB,0.074130,67860926,0.012706,223400,455278,17582601,23244.453894,0,0,137821981,129345595,267167576,32471.41
2,16,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,64,snap,TournamentBP,1.669088,329277201,0.172697,20815595,26625288,120532591,43775.870183,0,0,304120792,1137609985,1441730777,29674.63
32,16,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,128,pen,BiModeBP,0.073753,67842311,0.012625,221916,530316,17576838,21648.019972,0,0,139086701,133343850,272430551,30713.86
512,1,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,BiModeBP,0.612626,497205362,0.000066,8971,8768,136163916,28065.767473,0,0,261797,944602,1206400,29804.99
512,1,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,mm,None,0.028057,41609879,0.005794,41813,41438,7216513,18514.815966,0,0,3925737,5338866,9264603,23734.92
16,16,OFF,16,HBM2_2000_4H_1x128,None,128,quick,LocalBP,0.030148,42254223,0.004644,26361,26280,5676479,60126.057433,0,0,67769097,216742656,284511752,34037.90
32,4,OFF,8,HBM2_2000_4H_1x128,None,128,pen,LocalBP,0.110098,67938832,0.022977,404145,403389,17589008,63810.010021,0,0,253297570,696672298,949969869,32432.98
256,16,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,None,0.030113,42625163,0.003216,18323,30853,5696927,48808.901381,0,0,20384319,83438143,103822462,27184.03
32,8,ON,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,pen,None,0.077889,68207679,0.020995,369622,770553,17605557,21225.043423,0,0,128098185,99442751,227540936,26035.74
512,8,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,insert,LocalBP,0.612544,497229004,0.000029,3894,6135,136170608,33477.529533,0,0,226100,966461,1192560,31118.68
1,1,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,64,snap,None,0.976005,326375688,0.285150,33700272,44998913,118184189,14470.893529,0,0,46227222,40345287,86572510,31560.46
8,16,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,128,mm,MultiperspectivePerceptron64KB,0.059727,41217741,0.309619,2233899,6397780,7214997,15521.713157,0,0,5259113,16028078,21287191,29565.38
8,8,ON,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,mm,BiModeBP,0.052681,41255500,0.290435,2095478,2172549,7214954,13161.221211,0,0,4592201,12544727,17136928,28690.56
32,8,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,snap,TournamentBP,0.796767,328807300,0.009973,1194157,1927347,119742287,69397.647043,0,0,144661166,702215281,846876447,35579.47
2,16,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,128,snap,None,1.636100,330872434,0.145400,17661535,19985459,121468665,49445.640852,0,0,458689076,1781705120,2240394196,33646.29
64,2,ON,2,HBM2_2000_4H_1x128,None,128,snap,BiModeBP,0.541239,321498512,0.010250,1192669,1191094,116359462,31640.055204,0,0,84441438,110913889,195355327,35461.93
256,2,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,128,mm,None,0.030955,41197536,0.003988,28707,29231,7197794,68444.734734,0,0,41478330,228054315,269532645,35369.61
512,16,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,snap,TournamentBP,0.815671,330904263,0.007444,898574,1278575,120718968,44174.083604,0,0,56408735,233490394,289899129,27309.41
512,4,ON,16,HBM2_2000_4H_1x128,None,32,mm,None,0.027757,41630553,0.004369,31532,30892,7216477,17186.810225,0,0,3195747,2582422,5778168,25035.66
256,2,ON,1,HBM2_2000_4H_1x128,None,32,pen,TournamentBP,0.088851,68890296,0.041678,739230,736652,17736508,23298.490321,0,0,111110934,42707935,153818869,25981.74
128,2,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,128,quick,LocalBP,0.029215,42232734,0.002037,11553,16580,5672897,68513.070198,0,0,38275256,179376103,217651359,34967.04
4,2,ON,16,HBM2_2000_4H_1x128,BOPPrefetcher,64,snap,MultiperspectivePerceptron64KB,0.704176,323778955,0.118732,13907586,18099543,117134640,14592.977423,0,0,61716533,43357588,105074121,32246.63
8,2,OFF,8,HBM2_2000_4H_1x128,AMPMPrefetcher,64,insert,MultiperspectivePerceptron64KB,0.723159,497646349,0.014084,1918715,4028661,136234416,57083.612470,0,0,339783382,360990007,700773389,22813.33
512,8,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,insert,LocalBP,0.612656,497379506,0.000039,5378,8846,136166350,29142.432131,0,0,165365,640150,805515,26460.25
1,2,ON,1,HBM2_2000_4H_1x128,BOPPrefetcher,64,pen,MultiperspectivePerceptron64KB,0.132990,68379055,0.240006,4232721,5305393,17635896,15362.454790,0,0,80030317,53379692,133410009,28302.38
32,2,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,mm,BiModeBP,0.168038,41459578,0.295901,2155740,6224222,7285352,64861.600889,0,0,15932355,4765398773,4781331128,24643.29
32,2,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,128,quick,BiModeBP,0.026844,42153656,0.003338,18901,42309,5661866,16088.487382,0,0,5321500,17442694,22764194,30823.76
128,2,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,32,mm,BiModeBP,0.040353,41637338,0.140415,1014330,4341354,7223778,13476.687074,0,0,6197374,14281319,20478693,24256.51
16,2,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,128,pen,LocalBP,0.118187,67959158,0.028641,504086,962278,17599943,66155.573652,0,0,330394573,1255107322,1585501896,33723.05
32,8,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,128,pen,TournamentBP,0.076525,67838600,0.014635,257420,489840,17588892,24945.520939,0,0,142283654,174343641,316627295,31397.83
16,2,OFF,4,HBM2_2000_4H_1x128,None,32,pen,BiModeBP,0.177252,69099140,0.090365,1607409,1607320,17787934,51934.528487,0,0,151488234,331073400,482561634,27072.13
512,4,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,TournamentBP,0.614988,497230643,0.000042,5711,5416,136166343,60449.921205,0,0,657912,9011025,9668937,32878.48
16,16,ON,2,HBM2_2000_4H_1x128,None,32,pen,BiModeBP,0.096881,68866970,0.088900,1576830,1576698,17737122,17361.254542,0,0,101394265,29338881,130733145,26149.80
16,4,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,pen,BiModeBP,0.139197,68966801,0.047800,847808,2142572,17736594,54053.558117,0,0,191879362,568014232,759893594,25870.22
1,8,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,32,insert,BiModeBP,0.665230,497777061,0.029990,4084590,12755622,136199280,13791.058344,0,0,237295,636700,873995,24088.53
16,4,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,64,mm,None,0.162007,41629916,0.297685,2170177,2239807,7290176,61526.890664,0,0,12825160,898074361,910899520,29435.26
16,8,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,64,insert,BiModeBP,0.702958,497550621,0.011684,1591486,3338134,136209287,56075.759699,0,0,293549211,308332591,601881802,22854.27
256,1,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,BiModeBP,0.615940,497390362,0.000153,20902,37462,136172334,50779.399101,0,0,2001131,8885622,10886752,29127.16
512,4,OFF,4,HBM2_2000_4H_1x128,None,128,snap,None,0.692517,325677543,0.003249,384069,371488,118199734,62602.864329,0,0,72464176,489187057,561651234,33995.11
2,16,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,mm,MultiperspectivePerceptron64KB,0.056442,41397723,0.323936,2339118,6861824,7220922,13393.577194,0,0,4314523,11676992,15991515,25095.69
4,1,OFF,4,HBM2_2000_4H_1x128,None,64,insert,BiModeBP,0.823740,497830843,0.030633,4174823,4175311,136286199,50781.407978,0,0,318814186,328154831,646969018,19795.81
2,16,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,insert,None,1.067815,498473863,0.062610,8542856,8543141,136444556,53666.596569,0,0,253463781,258205111,511668893,22092.30
64,1,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,TournamentBP,0.029700,42241102,0.004691,26562,35499,5661869,50121.602289,0,0,73516665,254605271,328121937,35557.45
4,1,OFF,16,HBM2_2000_4H_1x128,None,32,pen,MultiperspectivePerceptron64KB,0.246640,69301165,0.164228,2927543,2929338,17826128,52158.905437,0,0,171032512,410638982,581671494,27234.78
16,2,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,64,quick,TournamentBP,0.031008,42436176,0.008062,45815,50538,5683010,48749.252428,0,0,59932990,164955039,224888029,30080.51
2,1,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,pen,TournamentBP,0.285815,69429415,0.208311,3718191,3719859,17849251,51628.734780,0,0,174580038,443289530,617869567,26903.38
64,4,ON,4,HBM2_2000_4H_1x128,None,32,pen,MultiperspectivePerceptron64KB,0.090029,68866287,0.058629,1040060,1039217,17739650,19444.799338,0,0,108636135,28421118,137057253,26379.28
512,16,ON,8,HBM2_2000_4H_1x128,None,32,quick,LocalBP,0.027083,42632377,0.002113,12054,11532,5704548,20863.281898,0,0,3095677,3495043,6590721,24401.30
64,16,ON,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,TournamentBP,0.027882,42609523,0.004830,27562,50288,5706213,23466.602569,0,0,7925834,21430510,29356344,25125.98
128,4,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,pen,TournamentBP,0.073117,67860494,0.007289,128155,259065,17581705,30679.239983,0,0,140605017,139575649,280180667,32260.77
4,2,ON,2,HBM2_2000_4H_1x128,None,128,mm,None,0.053972,41243615,0.304109,2194562,2194953,7216357,13135.663517,0,0,6614448,17516785,24131233,28740.28
256,4,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,64,insert,LocalBP,0.612637,497341439,0.000106,14457,18324,136162500,19305.803417,0,0,234840,405225,640066,28299.38
32,16,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,32,insert,BiModeBP,0.690604,497804047,0.010099,1375787,3474551,136224000,54973.759746,0,0,155683067,164171633,319854700,22266.89
2,16,OFF,1,HBM2_2000_4H_1x128,None,32,pen,None,0.218114,69206929,0.130980,2331478,2333307,17800320,53195.355478,0,0,173085037,375949007,549034044,27397.64
16,8,OFF,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,snap,TournamentBP,0.973091,323946005,0.028514,3372942,6379903,118291075,52879.655505,0,0,105685539,351157968,456843506,27985.07
2,4,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,None,0.058250,41414362,0.335832,2427028,9125857,7226912,13722.100651,0,0,3542257,7395451,10937708,24592.49
8,4,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,snap,BiModeBP,1.038968,322165315,0.045152,5310871,6052311,117623314,60969.604138,0,0,281961569,1045949039,1327910608,35176.47
4,4,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,insert,LocalBP,0.675742,497466514,0.006749,919249,2213463,136196533,66705.104928,0,0,397457699,426720753,824178452,28601.38
16,16,ON,1,HBM2_2000_4H_1x128,TaggedPrefetcher,32,insert,MultiperspectivePerceptron64KB,0.690955,497754395,0.047348,6450057,6536713,136226759,13049.685995,0,0,361888,992436,1354323,24729.92
64,2,OFF,4,HBM2_2000_4H_1x128,None,32,pen,BiModeBP,0.147378,68983039,0.061873,1098331,1097584,17751464,49370.023244,0,0,160336376,286362779,446699155,26767.39
32,16,ON,2,HBM2_2000_4H_1x128,TaggedPrefetcher,32,insert,MultiperspectivePerceptron64KB,0.652349,497698343,0.024028,3272624,3337838,136198958,13054.990582,0,0,249927,645053,894981,24426.53
8,16,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,mm,None,0.114247,41530795,0.199103,1443267,3677110,7248861,59129.533898,0,0,21766674,2081513724,2103280397,29014.16
64,1,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,snap,TournamentBP,0.829091,325574003,0.016549,1962349,4270181,118576089,61527.090747,0,0,187179284,1029499368,1216678651,34676.49
1,8,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,mm,TournamentBP,0.182471,41855881,0.347130,2531992,2639454,7294069,60814.735394,0,0,28776543,938102724,966879267,29226.93
32,2,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,None,0.026949,42212267,0.003394,19247,29998,5671448,17308.801372,0,0,7015323,20390508,27405830,31078.71
512,2,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,32,insert,LocalBP,0.612877,497627048,0.000089,12078,21875,136175407,21243.500580,0,0,161233,321630,482863,25191.13
32,2,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,32,quick,BiModeBP,0.031210,42690844,0.007169,40846,75568,5697578,45070.814768,0,0,41763015,128296030,170059045,27076.77
256,8,ON,16,HBM2_2000_4H_1x128,None,128,pen,LocalBP,0.075369,67853076,0.010613,186546,184731,17576993,35351.176117,0,0,134097937,117821410,251919347,28657.04
64,8,OFF,2,HBM2_2000_4H_1x128,None,128,pen,LocalBP,0.103072,67942273,0.017067,300265,299213,17593767,63392.593209,0,0,245449494,615170850,860620344,31948.59
2,16,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,32,quick,TournamentBP,0.034189,42782724,0.017891,102005,212002,5701339,45887.118279,0,0,84587552,245386315,329973868,26764.98
4,2,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,None,0.824275,497823865,0.030724,4187496,4354622,136293338,50737.905063,0,0,321884485,342296332,664180818,20033.87
128,1,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,128,mm,None,0.048888,41211053,0.188981,1362518,3964615,7209832,16930.488258,0,0,4807089,15099391,19906480,28197.41
8,4,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,32,pen,BiModeBP,0.144991,68997082,0.054598,969215,2191865,17751878,54823.926580,0,0,206534837,574068019,780602856,26205.79
128,1,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,pen,MultiperspectivePerceptron64KB,0.075192,67861813,0.014841,260997,464987,17586407,23230.416442,0,0,136702997,135279858,271982855,31415.73
256,2,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,None,0.027237,42596084,0.002998,17099,31697,5704284,18876.981110,0,0,3900549,8666972,12567521,25077.37
8,1,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,quick,None,0.028630,42343063,0.022736,129077,213404,5677141,13924.878173,0,0,10193467,29413517,39606984,26806.00
64,4,OFF,4,HBM2_2000_4H_1x128,None,128,mm,LocalBP,0.166742,41455649,0.294001,2142181,2142051,7286316,64686.053606,0,0,12229505,1668896969,1681126474,31075.41
512,1,OFF,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,pen,None,0.091851,67887303,0.006840,120310,217458,17588884,65348.055025,0,0,222069314,578664321,800733635,33068.68
256,4,OFF,8,HBM2_2000_4H_1x128,None,128,mm,None,0.030109,41221769,0.002303,16589,16230,7204546,61495.991320,0,0,40165720,182667035,222832755,32622.17
1,4,ON,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,mm,LocalBP,0.057387,41315061,0.279426,2016746,6888650,7217465,15728.159372,0,0,9642311,33258502,42900813,31865.85
2,8,ON,2,HBM2_2000_4H_1x128,None,32,mm,BiModeBP,0.055997,41688534,0.321542,2325740,2326157,7233082,13184.076896,0,0,4305908,6680871,10986779,23892.23
128,4,ON,8,HBM2_2000_4H_1x128,None,64,snap,MultiperspectivePerceptron64KB,0.542871,322579892,0.009591,1118425,1111645,116607596,30500.351387,0,0,79525301,46098507,125623809,32997.47
128,4,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,pen,None,0.098791,68222072,0.014310,251907,469463,17603796,49230.529521,0,0,225959772,468296438,694256210,28252.61
64,1,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,MultiperspectivePerceptron64KB,0.647360,497338599,0.003910,532490,759321,136188077,61511.817123,0,0,144773395,157817965,302591360,30302.61
512,1,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,64,mm,BiModeBP,0.030339,41347639,0.003390,24407,27262,7200293,45240.566231,0,0,29343445,117145687,146489132,29922.25
1,2,ON,16,HBM2_2000_4H_1x128,None,32,insert,BiModeBP,0.716565,497815902,0.063416,8639591,8640945,136236028,13008.467183,0,0,102935,102712,205648,24647.95
8,4,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,64,quick,LocalBP,0.031013,42443306,0.007737,43862,84452,5669190,52522.798778,0,0,73384852,241245658,314630510,29541.28
8,16,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,LocalBP,0.180286,41660734,0.321446,2343359,7341707,7290060,64801.060785,0,0,15487605,2621200358,2636687964,24962.91
8,4,OFF,2,HBM2_2000_4H_1x128,None,64,quick,LocalBP,0.031390,42436235,0.009322,52981,52943,5683306,48824.031256,0,0,67358950,167135299,234494249,29917.75
4,8,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,pen,TournamentBP,0.141709,68070844,0.050505,889603,1903110,17614084,62727.184486,0,0,468275856,1898237188,2366513044,32290.76
32,4,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,LocalBP,0.655778,497354089,0.005073,690923,938555,136188375,59770.208113,0,0,177587326,190781707,368369033,30300.10
16,1,OFF,1,HBM2_2000_4H_1x128,None,128,mm,MultiperspectivePerceptron64KB,0.185159,41512140,0.351636,2560886,2560992,7282766,61405.787099,0,0,148674350,1792331459,1941005809,30583.64
1,8,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,insert,BiModeBP,0.769816,497836481,0.018398,2506798,3185081,136256540,62075.752813,0,0,381534686,536598736,918133422,30404.11
512,8,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,insert,LocalBP,0.615967,497675762,0.000065,8875,14092,136179834,46483.211268,0,0,388904,4208058,4596962,27359.12
1,8,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,quick,MultiperspectivePerceptron64KB,0.028315,42377831,0.023563,133824,212923,5679439,12915.045134,0,0,3921661,9832406,13754067,27075.16
32,16,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,snap,MultiperspectivePerceptron64KB,0.796779,328227767,0.012474,1488240,2219151,119309985,50850.450196,0,0,110183988,426868364,537052352,29955.12
8,16,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,128,pen,MultiperspectivePerceptron64KB,0.126500,68032125,0.036280,639059,742143,17614567,64416.722087,0,0,324730545,951099517,1275830062,34377.97
512,1,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,pen,None,0.096368,68235406,0.012278,216121,374361,17601652,45993.876116,0,0,199795208,422699214,622494421,27705.28
2,1,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,32,snap,TournamentBP,2.283179,341513762,0.237234,29894290,29835716,126011755,47065.814274,0,0,173289084,483779229,657068313,27245.88
8,8,OFF,16,HBM2_2000_4H_1x128,AMPMPrefetcher,32,pen,LocalBP,0.150649,69018657,0.058835,1045098,2761220,17763273,54185.721339,0,0,205997157,654759768,860756925,25849.54
8,8,ON,16,HBM2_2000_4H_1x128,None,64,pen,MultiperspectivePerceptron64KB,0.086037,68193138,0.056928,1002298,1002666,17606355,16515.791212,0,0,115054645,31921356,146976000,28215.63
256,4,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,snap,TournamentBP,0.768335,337779218,0.006280,771710,1098940,122892357,36551.016574,0,0,78807826,374928407,453736234,28682.40
8,2,OFF,8,HBM2_2000_4H_1x128,TaggedPrefetcher,128,pen,None,0.156844,68085572,0.068804,1212123,2915342,17617084,58721.378111,0,0,485976045,2542183950,3028159995,30669.43
4,4,ON,2,HBM2_2000_4H_1x128,TaggedPrefetcher,128,mm,LocalBP,0.059902,41259285,0.307928,2223712,6383686,7221523,15618.178073,0,0,6792909,19808201,26601110,30074.99
2,1,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,pen,BiModeBP,0.376077,68602156,0.294426,5230295,8643708,17764383,55146.508562,0,0,514028428,3014394142,3528422569,28928.37
2,4,OFF,1,HBM2_2000_4H_1x128,None,128,quick,LocalBP,0.033628,42420810,0.016085,91207,90774,5670421,54468.335764,0,0,167396852,439727431,607124283,34033.57
1,4,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,128,snap,LocalBP,2.456234,342388072,0.273824,34639907,72917611,126504191,47504.253880,0,0,564346747,3962736138,4527082886,30111.24
8,4,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,snap,BiModeBP,0.993641,321430057,0.041487,4856949,7758178,117070532,55816.487676,0,0,191033229,697322997,888356227,31396.31
128,1,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,128,quick,MultiperspectivePerceptron64KB,0.026834,42178146,0.003310,18732,39390,5658714,16832.879564,0,0,5123088,17148511,22271599,30157.09
