l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,algorithm,bp_type,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements,dcache_overall_misses,dcache_overall_avg_miss_latency,dram_rank0_total_energy,dram_rank0_avg_power,dram_bwWrite_total,dram_bwRead_total,dram_bwTotal_total,dram_avgMemAcc_lat
1,8,ON,8,HBM2_2000_4H_1x128,None,64,snap,BiModeBP,0.866046,324477688,0.234498,27539550,27478046,117440517,13699.293289,0,0,49944053,28946801,78890854,32812.90
512,1,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,quick,None,0.028633,42182838,0.001045,5921,11899,5663884,58831.362945,0,0,24376744,159588774,183965518,33654.22
1,4,ON,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,pen,TournamentBP,0.129864,68356204,0.237662,4193614,9312156,17645251,15063.230545,0,0,77447156,64229639,141676795,26378.89
2,1,ON,1,HBM2_2000_4H_1x128,BOPPrefetcher,64,snap,TournamentBP,0.868736,325211731,0.211939,24956575,32242062,117753544,14601.092738,0,0,56944869,64817711,121762580,31300.35
8,16,OFF,2,HBM2_2000_4H_1x128,None,64,pen,None,0.140451,68380830,0.056222,991564,992768,17636505,53693.206389,0,0,226499901,533588744,760088644,29122.86
16,16,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,128,mm,MultiperspectivePerceptron64KB,0.182449,41485638,0.304016,2218740,6628993,7298108,69461.662926,0,0,14738532,4673522772,4688261304,28319.04
128,8,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,32,insert,None,0.616665,497693265,0.000187,25461,44080,136175501,45918.659911,0,0,1285054,5747976,7033030,27081.75
8,16,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,128,quick,LocalBP,0.027075,42164785,0.005782,32736,58587,5661633,15551.319648,0,0,6609314,19747570,26356884,30959.06
512,16,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,snap,None,0.690866,325821294,0.002788,329692,368862,118268519,64605.029846,0,0,71480117,491535221,563015338,34291.72
16,16,OFF,4,HBM2_2000_4H_1x128,None,128,pen,BiModeBP,0.116473,67945719,0.028149,495463,495020,17601438,64271.128217,0,0,262757310,760908862,1023666172,32721.95
8,2,ON,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,LocalBP,0.630564,497227042,0.010398,1415922,2001504,136170773,13880.260353,0,0,248463,600859,849322,30864.64
64,16,ON,16,HBM2_2000_4H_1x128,None,64,pen,LocalBP,0.080277,68229623,0.030045,528839,527771,17601325,19773.321370,0,0,123205532,34154355,157359888,28333.04
2,8,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,None,0.664424,497445910,0.031642,4309370,4515060,136191804,13028.166530,0,0,212009,594031,806040,26387.68
16,2,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,mm,MultiperspectivePerceptron64KB,0.058604,41224393,0.301412,2176547,6269845,7221177,15404.281185,0,0,4265642,13578852,17844494,29046.64
4,1,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,128,quick,None,0.030170,42199933,0.054658,309589,297147,5664116,12319.688361,0,0,5931211,17797877,23729088,30592.04
2,2,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,mm,None,0.059945,41689141,0.369511,2673158,9640427,7234313,13113.258363,0,0,2515886,6192828,8708714,23751.30
1,2,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,snap,BiModeBP,2.375004,344770084,0.246585,31436223,65031922,127486149,47318.325153,0,0,206235529,953517186,1159752715,26118.81
1,2,OFF,4,HBM2_2000_4H_1x128,None,128,snap,TournamentBP,2.128405,338201361,0.239117,29809771,29746476,124665852,44897.894871,0,0,522607293,1970991328,2493598621,31981.97
1,1,ON,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,TournamentBP,0.638908,497373018,0.014788,2013889,2705802,136181225,13944.674210,0,0,244417,643899,888316,30687.97
128,8,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,quick,LocalBP,0.029329,42350260,0.002642,14996,23681,5676554,50093.524940,0,0,29875697,122377488,152253185,29051.22
2,4,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,128,snap,TournamentBP,0.786912,323120521,0.170819,19998700,49780060,117075686,14921.157900,0,0,56842753,72705143,129547896,38168.41
1,16,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,mm,MultiperspectivePerceptron64KB,0.187978,41806343,0.333341,2430997,7356783,7292830,65567.671001,0,0,31334767,2519184823,2550519591,26893.17
64,16,ON,4,HBM2_2000_4H_1x128,None,32,quick,TournamentBP,0.027567,42623214,0.007981,45524,45329,5704247,16171.876373,0,0,3524154,6241561,9765715,24118.73
256,4,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,quick,TournamentBP,0.027126,42605387,0.002799,15966,31183,5704466,18252.411374,0,0,3334922,6004510,9339432,24741.64
256,2,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,32,snap,LocalBP,0.828957,326513689,0.010732,1277702,1861463,119051868,37571.841087,0,0,70120440,236679367,306799807,27111.72
16,4,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,32,pen,MultiperspectivePerceptron64KB,0.175261,69077842,0.088550,1573588,1573428,17770603,51971.507154,0,0,148913206,328157674,477070880,26941.71
512,4,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,32,pen,BiModeBP,0.082946,68851186,0.019073,338321,600134,17738038,46335.608786,0,0,118524716,99878471,218403186,24837.18
8,8,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,BiModeBP,0.808513,497744977,0.028793,3923882,4026417,136277749,50118.815882,0,0,309149887,322889993,632039881,19917.37
8,2,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,BiModeBP,0.032586,42737499,0.011075,63167,103134,5703344,48416.166669,0,0,56607534,149656445,206263979,28436.63
16,4,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,insert,LocalBP,0.642056,497658803,0.017331,2360372,6258623,136191896,13407.842916,0,0,177779,407890,585668,25164.30
2,4,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,128,mm,TournamentBP,0.053833,41267128,0.300135,2165975,2252111,7216666,13222.471635,0,0,6933414,19052622,25986036,29101.09
256,16,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,pen,LocalBP,0.089022,67856873,0.005325,93598,190997,17577815,63253.878288,0,0,220586388,555278250,775864638,32699.31
8,16,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,32,mm,LocalBP,0.059141,41649089,0.352468,2550325,9317826,7235613,13188.804564,0,0,6090897,16171151,22262049,24903.23
128,16,OFF,16,HBM2_2000_4H_1x128,None,64,snap,MultiperspectivePerceptron64KB,0.771033,335503329,0.008852,1079716,1071721,121970343,35574.216738,0,0,83185696,322171227,405356923,29156.38
32,2,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,128,insert,None,0.627956,497261777,0.009453,1287281,1332909,136173388,13086.274869,0,0,310034,989216,1299250,30640.26
64,16,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,snap,LocalBP,0.519565,320716409,0.006197,718872,1544300,116012579,25902.283021,0,0,85848790,108297844,194146634,38827.54
32,2,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,128,quick,BiModeBP,0.027078,42154130,0.004209,23828,28656,5661863,19130.308880,0,0,9525119,28112099,37637218,31022.10
32,16,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,128,quick,None,0.027019,42156138,0.003423,19380,19719,5661716,21068.653251,0,0,8650550,24473571,33124121,29797.68
256,2,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,insert,TournamentBP,0.613102,497652443,0.000152,20698,37527,136181726,17864.914484,0,0,169577,393957,563534,25150.84
8,8,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,None,0.631174,497256836,0.010801,1470701,2033004,136168237,13816.432436,0,0,260594,729459,990053,31121.48
4,2,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,64,pen,MultiperspectivePerceptron64KB,0.178345,68462200,0.097030,1712265,2055242,17646669,53050.238719,0,0,282614981,808408375,1091023356,29639.48
8,1,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,mm,TournamentBP,0.061561,41419264,0.337535,2437793,7044372,7222331,14997.077685,0,0,3998366,10721568,14719934,24957.90
32,8,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,snap,None,0.801239,326635731,0.013286,1577292,2360906,118721117,52742.868790,0,0,113056801,434585439,547642240,30073.21
4,1,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,snap,TournamentBP,0.727013,322372291,0.135470,15815498,30885157,116745516,14929.756243,0,0,61419915,78978674,140398589,39303.28
16,8,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,32,insert,LocalBP,0.949894,498245036,0.046891,6394559,6394561,136369500,53011.581721,0,0,213856743,217720863,431577606,22039.15
32,4,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,pen,LocalBP,0.129628,68963583,0.039019,692659,1639506,17752048,52368.992535,0,0,191305456,486086616,677392072,25922.98
128,8,ON,1,HBM2_2000_4H_1x128,TaggedPrefetcher,32,snap,None,0.594627,325690257,0.013367,1578810,2256638,118109025,47400.025968,0,0,74610000,100782527,175392526,27029.85
128,1,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,TournamentBP,0.625486,497415795,0.001768,240795,272495,136167488,44507.367263,0,0,24368833,32727720,57096553,24886.31
8,8,OFF,8,HBM2_2000_4H_1x128,None,32,quick,LocalBP,0.033353,42753248,0.014438,82429,82172,5709177,43812.754006,0,0,52203156,119224150,171427305,27247.16
256,16,OFF,4,HBM2_2000_4H_1x128,None,64,snap,TournamentBP,0.763243,337796841,0.007334,901018,886164,122850468,30554.844631,0,0,77284041,315465859,392749899,29070.40
8,2,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,quick,LocalBP,0.027745,42619589,0.010937,62372,141275,5702634,13292.110242,0,0,4167107,9278820,13445928,24758.11
4,8,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,snap,BiModeBP,0.634389,322163755,0.077309,9018456,18538484,116654944,15223.134537,0,0,70351808,89853388,160205196,39566.23
8,4,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,MultiperspectivePerceptron64KB,0.711822,497486208,0.011122,1514979,2022317,136218547,64616.118441,0,0,351471442,370882992,722354434,30892.64
32,2,OFF,2,HBM2_2000_4H_1x128,AMPMPrefetcher,32,quick,BiModeBP,0.031494,42705789,0.007241,41315,79292,5705655,47583.892049,0,0,42449228,129605385,172054614,27306.71
128,16,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,quick,TournamentBP,0.029303,42344156,0.002608,14801,23435,5675611,50268.934531,0,0,29498118,121560432,151058550,28928.19
4,16,ON,1,HBM2_2000_4H_1x128,BOPPrefetcher,64,mm,BiModeBP,0.055293,41400144,0.312134,2253791,2350138,7220579,13251.581890,0,0,8081501,19211796,27293297,27384.03
128,4,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,snap,None,0.561630,324026120,0.010458,1227548,2132261,117375862,33014.258506,0,0,76035337,65444511,141479847,30283.41
1,8,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,MultiperspectivePerceptron64KB,0.037548,42899552,0.030723,175438,174069,5710286,44127.386883,0,0,93279843,184749733,278029576,27493.40
64,1,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,64,pen,None,0.079305,68192476,0.026746,470843,1029574,17604382,19663.633101,0,0,125800626,96959732,222760357,25696.07
32,1,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,128,mm,MultiperspectivePerceptron64KB,0.188342,41517832,0.340921,2490984,6872106,7306628,64311.320546,0,0,144155708,4692844822,4837000530,26569.17
4,2,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,pen,BiModeBP,0.190985,68499018,0.106714,1884378,4993407,17658275,54710.545867,0,0,302633218,1761772143,2064405361,26347.75
8,16,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,128,snap,TournamentBP,1.085995,320801488,0.051337,6007377,11384152,117019123,62791.097596,0,0,336888221,1623509233,1960397454,33655.95
1,2,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,insert,None,0.756202,497919586,0.018677,2544631,6302743,136245558,56033.948733,0,0,372302310,537694355,909996665,22894.40
512,16,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,128,snap,LocalBP,0.677605,325185512,0.001875,221247,372543,117973423,64975.990635,0,0,73105071,495964357,569069428,34452.83
4,4,ON,16,HBM2_2000_4H_1x128,None,64,snap,None,0.661804,323513722,0.091320,10686118,10702074,117018924,14817.920034,0,0,65170764,37294840,102465604,33065.26
32,4,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,64,quick,TournamentBP,0.029974,42406803,0.004045,23013,46894,5689640,49939.447269,0,0,48359083,173756092,222115175,29133.54
4,1,ON,16,HBM2_2000_4H_1x128,None,64,quick,LocalBP,0.029022,42338158,0.037751,214308,195805,5676881,11972.000579,0,0,3398193,3371730,6769923,26327.81
4,1,OFF,8,HBM2_2000_4H_1x128,AMPMPrefetcher,64,snap,MultiperspectivePerceptron64KB,1.621755,330539114,0.154145,18666053,39787598,121094060,45878.208237,0,0,328321358,1708803478,2037124837,27782.76
128,2,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,pen,None,0.081898,68843325,0.024256,430038,999076,17729382,24540.012743,0,0,120235397,66603815,186839212,27347.55
256,16,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,64,mm,MultiperspectivePerceptron64KB,0.030166,41383616,0.003673,26434,27152,7196691,39164.560793,0,0,34694340,112081941,146776281,28326.61
1,4,ON,1,HBM2_2000_4H_1x128,TaggedPrefetcher,32,quick,LocalBP,0.029311,42627704,0.028482,162403,362810,5701871,13739.136592,0,0,9387976,24050206,33438182,25038.40
1,1,OFF,4,HBM2_2000_4H_1x128,None,64,quick,LocalBP,0.050339,42662241,0.121548,690956,618219,5684641,31385.347982,0,0,318193893,823060167,1141254060,25187.23
1,16,OFF,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,snap,TournamentBP,,,,,,,,,,,,,
512,8,OFF,16,HBM2_2000_4H_1x128,None,32,snap,BiModeBP,0.805432,329146939,0.010559,1266526,1230270,119944579,27945.459075,0,0,57121283,203921491,261042774,27470.11
16,2,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,quick,LocalBP,0.030654,42427808,0.006329,35999,55347,5687643,50588.294119,0,0,61962111,185767849,247729960,30859.47
2,4,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,32,mm,TournamentBP,0.056809,41675728,0.320253,2316468,6691526,7233233,13723.742137,0,0,2957272,5644165,8601437,23684.21
64,2,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,32,pen,TournamentBP,0.090547,68863889,0.061557,1092313,1091481,17744676,19123.316760,0,0,107942855,28271943,136214798,26411.66
8,4,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,BiModeBP,0.807917,497746521,0.028578,3894643,3998820,136279727,50334.298933,0,0,306958451,320937617,627896068,19936.50
8,4,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,BiModeBP,0.032383,42698564,0.010428,59473,97963,5703282,47676.466632,0,0,55143772,145307144,200450916,28368.24
1,8,OFF,16,HBM2_2000_4H_1x128,None,64,mm,BiModeBP,0.181459,41797180,0.346359,2524000,2524485,7287235,60649.860341,0,0,27767531,902275434,930042966,29094.78
512,2,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,32,pen,BiModeBP,0.116343,68943585,0.032829,582356,578377,17739019,41160.331481,0,0,158225091,221095114,379320206,25651.89
2,2,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,insert,MultiperspectivePerceptron64KB,0.653445,497727307,0.024042,3274658,8624088,136205234,13391.567150,0,0,185307,419634,604941,25305.13
32,2,OFF,8,HBM2_2000_4H_1x128,None,128,quick,TournamentBP,0.029899,42265349,0.004192,23772,23680,5671217,60140.038701,0,0,61159614,205192250,266351864,34112.57
32,8,OFF,2,HBM2_2000_4H_1x128,None,128,insert,None,0.662644,497352411,0.005900,803477,803426,136184055,60208.118590,0,0,152116694,162628146,314744840,31222.09
256,4,OFF,8,HBM2_2000_4H_1x128,AMPMPrefetcher,64,snap,BiModeBP,0.767207,337659744,0.006174,758463,970137,122838980,37768.163378,0,0,77921658,359976631,437898289,28853.51
32,4,OFF,4,HBM2_2000_4H_1x128,None,32,insert,BiModeBP,0.796607,497998653,0.026178,3567516,3567466,136279063,51424.450234,0,0,141834192,145867456,287701648,21947.71
16,16,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,64,pen,BiModeBP,0.132434,68342426,0.047694,840183,929079,17615947,54513.025734,0,0,209743348,535894112,745637460,29323.91
2,8,ON,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,pen,LocalBP,0.098138,67930077,0.110830,1951406,2249845,17607192,15690.923365,0,0,103547638,93940233,197487871,29978.01
512,1,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,snap,TournamentBP,0.770133,336460599,0.007639,934442,1013891,122330236,39043.145535,0,0,71430517,332281645,403712163,29399.62
128,8,OFF,8,HBM2_2000_4H_1x128,TaggedPrefetcher,32,snap,MultiperspectivePerceptron64KB,0.848297,326856293,0.012875,1535679,2233444,119277568,43118.256159,0,0,72457487,262115824,334573311,26768.98
4,2,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,64,snap,MultiperspectivePerceptron64KB,0.707963,323850362,0.121312,14213978,32214078,117168598,14508.664781,0,0,61395658,65743636,127139293,29158.71
512,1,ON,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,TournamentBP,0.026673,42188790,0.001022,5789,9647,5665964,22454.050786,0,0,5293219,12981104,18274324,30911.51
64,4,ON,1,HBM2_2000_4H_1x128,BOPPrefetcher,64,insert,None,0.624293,497434228,0.006879,936819,948423,136180152,13345.984657,0,0,415907,1054070,1469977,26684.72
256,2,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,mm,LocalBP,0.027915,41326607,0.003990,28728,47810,7199480,20135.146895,0,0,9528342,26718791,36247132,25397.99
128,4,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,128,snap,LocalBP,0.518339,321100187,0.004734,550036,1110876,116181030,30102.985077,0,0,87061928,115167483,202229410,37927.67
2,16,ON,1,HBM2_2000_4H_1x128,TaggedPrefetcher,64,snap,LocalBP,0.762618,324243610,0.148120,17380560,41942905,117340793,14470.884569,0,0,63789128,104583690,168372818,28730.05
128,8,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,quick,BiModeBP,0.027053,42314915,0.002216,12573,23481,5673164,22866.181500,0,0,6623928,18504415,25128343,26583.64
512,1,OFF,1,HBM2_2000_4H_1x128,None,32,insert,BiModeBP,0.616955,497710547,0.000210,28570,28132,136172470,45633.654183,0,0,945183,4697791,5642975,27357.06
1,4,OFF,16,HBM2_2000_4H_1x128,None,64,pen,None,0.245627,68727204,0.173320,3067720,3068914,17699735,51485.721806,0,0,300622282,848419379,1149041661,29003.71
2,1,ON,16,HBM2_2000_4H_1x128,BOPPrefetcher,64,insert,MultiperspectivePerceptron64KB,0.665471,497530133,0.032152,4378796,4480793,136192315,13050.472550,0,0,172437,292268,464706,27277.81
8,4,OFF,1,HBM2_2000_4H_1x128,None,32,insert,None,1.024110,498342414,0.056856,7755945,7756092,136414598,53410.267801,0,0,240598678,244557548,485156226,22056.62
4,4,ON,1,HBM2_2000_4H_1x128,None,32,snap,BiModeBP,0.737283,325951078,0.109525,12947715,12963626,118216664,16645.952703,0,0,62187474,47916349,110103823,29698.21
64,8,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,32,pen,MultiperspectivePerceptron64KB,0.118999,68945259,0.029567,524681,1181265,17745380,49571.283313,0,0,195071619,406169133,601240752,25794.25
2,4,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,None,0.058480,41421679,0.335643,2424495,9114426,7223427,13753.900915,0,0,5475228,13861531,19336759,25874.08
256,4,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,pen,BiModeBP,0.072017,67853372,0.005760,101258,211734,17578204,30644.447846,0,0,142391296,132303010,274694306,31831.66
256,16,OFF,8,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,None,0.615187,497388038,0.000081,10992,20213,136172836,46064.410480,0,0,1157059,7102161,8259220,28705.55
256,4,OFF,16,HBM2_2000_4H_1x128,None,64,insert,BiModeBP,0.615350,497428953,0.000117,15888,15555,136167278,46220.197633,0,0,1047547,6193394,7240941,28933.23
256,16,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,128,pen,MultiperspectivePerceptron64KB,0.092980,67863647,0.008540,150134,194970,17579899,65382.464998,0,0,212648584,537787058,750435643,32102.93
128,8,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,LocalBP,0.027689,42596549,0.006521,37145,36852,5696098,20624.377440,0,0,4814587,10241687,15056274,24429.38
1,1,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,64,insert,TournamentBP,0.648067,497510069,0.019600,2669162,6576303,136184561,14224.239854,0,0,150997,388799,539796,25632.99
32,4,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,insert,None,0.663737,497523298,0.006781,923513,1889045,136192236,53504.709733,0,0,175449831,186804588,362254420,23217.95
128,16,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,LocalBP,0.028876,42214482,0.001432,8114,14278,5665308,66432.893764,0,0,34473661,169794806,204268468,34532.13
4,8,OFF,1,HBM2_2000_4H_1x128,None,32,snap,None,1.513045,332741824,0.107452,13129027,13144716,122185248,50882.846155,0,0,142889087,367455222,510344309,28324.64
512,4,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,snap,LocalBP,0.809436,329894494,0.007554,908650,1312609,120289459,35354.595279,0,0,57545790,226475697,284021487,27282.78
128,1,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,insert,BiModeBP,0.625695,497744694,0.001441,196220,456790,136176287,51290.760371,0,0,21922748,26733473,48656221,23979.64
8,8,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,64,quick,None,0.031075,42439850,0.007678,43609,84435,5679447,52530.418010,0,0,73669777,241776712,315446489,29465.90
2,1,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,MultiperspectivePerceptron64KB,0.069489,41467261,0.433067,3133005,10962448,7234454,14359.482031,0,0,4408845,11348609,15757455,25139.94
16,8,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,insert,MultiperspectivePerceptron64KB,0.659397,497335626,0.005049,687591,1655940,136191167,65355.194440,0,0,312772218,328976286,641748504,28514.00
32,1,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,snap,BiModeBP,1.043864,324690162,0.038686,4589595,7301632,118637764,54752.448201,0,0,114371117,366821072,481192189,29520.91
8,4,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,64,mm,None,0.162665,41622064,0.300371,2184160,2258067,7271540,61493.510549,0,0,15518673,901306921,916825594,29461.28
4,16,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,64,insert,MultiperspectivePerceptron64KB,0.639404,497421296,0.015264,2078736,4415105,136183423,13959.582169,0,0,179667,335913,515580,26691.24
256,2,ON,8,HBM2_2000_4H_1x128,None,64,mm,MultiperspectivePerceptron64KB,0.027858,41337140,0.005755,41435,41028,7199688,17023.494630,0,0,6101706,7939569,14041275,26323.07
64,16,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,32,quick,TournamentBP,0.030781,42670213,0.005389,30762,55506,5708045,46107.128925,0,0,32232947,109810078,142043026,26848.64
512,1,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,mm,MultiperspectivePerceptron64KB,0.030105,41350971,0.002653,19084,27267,7193373,47930.281912,0,0,28433681,129860872,158294553,29619.76
32,4,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,snap,TournamentBP,0.546239,322178758,0.014517,1690225,3372459,116432902,21194.211717,0,0,80218058,97282643,177500701,28772.09
32,1,ON,8,HBM2_2000_4H_1x128,None,128,quick,LocalBP,0.027132,42160586,0.008217,46521,43395,5661844,13831.796393,0,0,4179789,11298641,15478430,28940.26
2,1,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,32,mm,TournamentBP,0.064443,41720525,0.401012,2906302,10279277,7247410,13571.624525,0,0,4107040,9823427,13930467,24023.33
128,2,OFF,8,HBM2_2000_4H_1x128,TaggedPrefetcher,128,quick,TournamentBP,0.028900,42186695,0.001670,9460,19564,5663545,60241.807611,0,0,39028791,191520992,230549783,34034.64
2,2,ON,8,HBM2_2000_4H_1x128,None,128,insert,BiModeBP,0.639568,497294127,0.016511,2248452,2250838,136181558,13074.946452,0,0,182723,491532,674255,28874.72
1,1,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,pen,LocalBP,0.176684,68119591,0.419861,7412998,13423011,17655844,15361.398991,0,0,59455533,65235982,124691515,31983.01
1,8,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,snap,None,0.986013,328099553,0.298746,35594640,111206330,119146657,13783.173660,0,0,43633344,39010118,82643462,29954.80
256,1,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,mm,MultiperspectivePerceptron64KB,0.056226,41431342,0.060540,437119,449982,7220367,61940.793011,0,0,22740057,544885198,567625255,30746.25
1,8,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,insert,TournamentBP,0.843507,498297505,0.030061,4097542,12676209,136306578,56244.892792,0,0,324725449,483662059,808387508,21849.22
128,8,OFF,16,HBM2_2000_4H_1x128,None,32,snap,BiModeBP,0.828989,322905904,0.016029,1885834,1875770,117654099,31357.053961,0,0,73168822,207931380,281100202,27200.95
512,2,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,insert,LocalBP,0.612864,497364201,0.000053,7177,11831,136168861,32256.513864,0,0,264829,924604,1189433,26373.70
16,1,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,mm,None,0.134788,41595377,0.256589,1863901,4772478,7264158,56903.797197,0,0,73935535,2285455552,2359391087,26664.05
16,1,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,128,pen,LocalBP,0.160757,68096133,0.070363,1239875,2658203,17621049,60778.827301,0,0,427064762,2275468454,2702533216,32518.72
2,4,ON,4,HBM2_2000_4H_1x128,None,64,mm,TournamentBP,0.054581,41421538,0.310901,2245558,2246015,7222752,13092.829488,0,0,3932819,5963721,9896540,26297.18
1,2,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,64,mm,LocalBP,0.176398,41850471,0.333531,2430109,2619059,7286014,60845.219494,0,0,36735393,962957252,999692645,29524.90
1,1,OFF,16,HBM2_2000_4H_1x128,None,32,insert,TournamentBP,1.078325,498669676,0.064156,8753868,8770600,136445742,53559.239356,0,0,254717599,262416176,517133776,22151.57
8,2,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,128,mm,MultiperspectivePerceptron64KB,0.184794,41533634,0.310183,2260158,6705946,7286536,69233.034372,0,0,28658908,4667359614,4696018522,28451.09
