l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,algorithm,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements,dcache_overall_misses,dcache_overall_avg_miss_latency,dram_rank0_total_energy,dram_rank0_avg_power,dram_rank1_total_energy,dram_rank0_avg_power
16,2,ON,8,DDR4_2400_4x16,SignaturePathPrefetcher,32,insert,0.061673,75097108,0.003591,48621,89873,13540050,13941.640443,13520888080.559198,219.236536,,
512,8,OFF,4,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,128,snap,0.705763,323472759,0.001762,188612,314756,107031061,121058.060993,0,0,,
64,16,OFF,1,LPDDR5_5500_1x16_BG_BL16,BOPPrefetcher,128,mm,0.240814,48204635,0.283338,2077063,2147914,7330694,101193.941397,0,0,,
32,2,OFF,1,DDR4_2400_16x4,None,128,mm,0.158682,48028713,0.295124,2150142,2150114,7285563,60629.753523,162781349780.649475,1025.832112,178347957026.103394,1123.931346
64,1,ON,1,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,32,quick,0.011025,34962510,0.017157,34150,69653,1990457,31122.781845,0,0,,
1,16,ON,1,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,32,quick,0.012492,35095622,0.083049,164830,510278,1984731,15794.652066,0,0,,
1,8,ON,4,LPDDR5_5500_1x16_8B_BL32,None,64,mm,0.058039,47824237,0.348219,2514773,2515246,7221813,13144.334101,0,0,,
128,16,ON,1,DDR4_2400_8x8,AMPMPrefetcher,128,pen,0.074909,74216490,0.007613,133515,251363,17538272,37523.098528,35158357739.312393,469.350247,35179562651.953186,469.633325
16,1,ON,4,LPDDR5_6400_1x16_BG_BL32,SignaturePathPrefetcher,32,pen,0.100634,74906253,0.067010,1187107,2533036,17715293,27823.732402,0,0,,
16,1,OFF,1,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,128,snap,1.561029,340263428,0.061793,7063196,15268305,114304474,100971.855588,0,0,,
32,4,OFF,8,LPDDR5_5500_1x16_BG_BL32,None,128,quick,0.013944,35119433,0.009001,17739,17673,1970718,105136.929928,0,0,,
512,4,ON,16,DDR3_2133_8x8,AMPMPrefetcher,32,snap,0.488190,317802444,0.006987,730518,1117838,104553313,50724.482491,272337018152.408691,557.850803,272406079801.904541,557.992267
64,2,OFF,1,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,32,quick,0.016519,35429456,0.014497,29563,54468,2039203,101176.555153,0,0,,
64,4,ON,8,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,32,insert,0.061521,75082618,0.001655,22421,49236,13546416,18554.101066,0,0,,
64,4,ON,1,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,128,mm,0.041383,47691008,0.137996,994801,3569607,7208914,14574.314863,0,0,,
32,1,OFF,2,DDR4_2400_4x16,TaggedPrefetcher,32,insert,0.066457,75314774,0.003308,44802,87110,13544423,54316.581849,16475851337.272976,247.917049,,
2,2,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,128,mm,0.058700,47809166,0.306937,2215336,6115976,7217548,15129.795435,31357619313.892220,534.197538,31354656036.820259,534.147057
1,8,OFF,16,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,64,insert,0.110036,75693043,0.040855,549691,775226,13454559,83642.997610,0,0,,
16,1,OFF,2,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,128,insert,0.070431,75000787,0.005130,68876,85174,13426286,100459.550497,0,0,,
128,1,ON,8,LPDDR5_6400_1x16_8B_BL32,None,128,pen,0.080196,74248169,0.020241,355411,354303,17558544,31909.231847,0,0,,
8,1,OFF,2,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,64,mm,0.236428,48427595,0.263308,1929722,4347222,7328763,106466.271048,0,0,,
512,1,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,32,insert,0.064346,75186615,0.001229,16655,28063,13550745,43805.734014,35281870474.709427,548.315180,35358448261.925484,549.505275
16,2,ON,1,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,32,quick,0.011251,34949998,0.029134,57442,57450,1971623,26198.400125,0,0,,
8,4,OFF,4,DDR4_2400_16x4,BOPPrefetcher,32,quick,0.015341,35214033,0.033801,67168,67235,1987157,49727.370176,15364177137.892672,1001.516607,15178079062.910276,989.385771
1,2,ON,1,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,32,mm,0.058846,47944628,0.335564,2429420,2429876,7239817,13546.550411,0,0,,
1,8,ON,4,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,32,quick,0.010923,35000711,0.055009,109150,185810,1984237,14216.857536,0,0,,
16,8,ON,16,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,128,pen,0.077894,74221362,0.017094,299969,594562,17547985,29374.582040,0,0,,
64,2,ON,1,LPDDR5_6400_1x16_8B_BL32,None,128,snap,0.496806,315942690,0.010561,1095784,1094688,103760415,43662.688541,0,0,,
128,1,OFF,4,LPDDR5_5500_1x16_BG_BL32,None,64,pen,0.140628,74769594,0.031801,559231,558001,17585317,75931.291363,0,0,,
64,4,ON,16,DDR3_1600_8x8,TaggedPrefetcher,64,snap,0.472157,316005113,0.009757,1010676,1803923,103588426,27766.179765,229260067290,485.558698,229022979780,485.056561
1,2,OFF,1,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,32,pen,0.478969,76538327,0.204761,3673948,8638126,17942652,100260.034698,0,0,,
2,1,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,32,mm,0.169582,48381897,0.348996,2547859,7243563,7300543,55133.192221,182069035199.217529,1073.633322,198443645817.984192,1170.191902
1,8,ON,1,DDR3_2133_8x8,BOPPrefetcher,128,insert,0.065501,75208900,0.024438,330876,399446,13539591,14488.113372,35083966570.973640,535.626122,35038394043.581673,534.930368
1,16,ON,8,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,32,snap,0.802264,322942064,0.219483,23435692,50846611,106776602,15841.165198,0,0,,
256,1,OFF,2,LPDDR5_6400_1x16_8B_BL32,None,64,insert,0.065342,75284578,0.001258,17045,16803,13550419,72530.067468,0,0,,
128,4,OFF,1,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,128,pen,0.110159,74439803,0.008221,144378,265217,17561560,122088.199033,0,0,,
64,2,OFF,1,DDR4_2400_8x8,SignaturePathPrefetcher,64,quick,0.011981,34975460,0.008882,17536,28960,1974274,54908.217381,6048190367.755137,504.795479,6076770888.971939,507.180873
1,8,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,mm,0.166593,48338069,0.337813,2461939,7165449,7287871,56110.128236,102036713836.058212,612.490787,106325572622.052536,638.235310
128,8,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,128,snap,0.649138,319847968,0.003780,398612,626844,105442101,76404.345579,231590435121.098358,356.766123,,
16,8,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,snap,0.482962,315990270,0.016657,1725537,2896937,103593675,22459.338455,234872960805,486.317868,234815575965,486.199050
32,8,OFF,2,DDR3_2133_8x8,BOPPrefetcher,64,insert,0.064398,75208941,0.002007,27187,28280,13544369,52716.592489,35338585642.925438,548.756934,35469185780.453293,550.784965
8,8,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,64,pen,0.126086,74684899,0.034642,608848,1204792,17575377,60434.053327,78461307360,622.285758,76695046845,608.277340
1,16,OFF,1,LPDDR5_6400_1x16_BG_BL16,None,128,mm,,,,,,,,,,,
1,4,OFF,16,DDR3_2133_8x8,None,128,insert,0.083289,75218735,0.026849,360579,360893,13430040,58178.852623,47615495511.697273,571.688802,57867781670.494804,694.781445
2,16,OFF,1,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,128,insert,0.093896,75561609,0.022545,303097,481482,13444031,98460.436758,0,0,,
8,8,ON,1,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,32,pen,0.100695,74930845,0.053290,943354,1930233,17702387,31519.942673,0,0,,
16,8,OFF,2,LPDDR5_6400_1x16_BG_BL16,None,64,insert,0.068466,75333065,0.003985,53965,53969,13541784,78403.557862,0,0,,
32,1,OFF,8,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,32,pen,0.224265,75422569,0.084993,1509968,1509763,17765863,75528.859552,0,0,,
8,2,ON,1,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,32,mm,0.058700,47849189,0.333189,2414656,8968837,7247096,13594.297490,0,0,,
512,1,OFF,8,DDR3_1600_8x8,BOPPrefetcher,32,pen,0.124473,75026901,0.036672,649446,645655,17709422,45447.428270,72836547870,585.160774,71417669070,573.761658
512,4,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,32,pen,0.110176,74956502,0.018199,322130,597794,17700403,50768.310930,65149308195,591.320347,63847449675,579.504175
1,4,ON,2,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,32,insert,0.072968,75210938,0.067893,920205,920515,13553800,13497.255503,0,0,,
2,1,ON,16,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,32,quick,0.011375,35012464,0.087847,174447,169500,1985805,12847.919425,0,0,,
4,4,ON,4,LPDDR5_6400_1x16_BG_BL32,None,64,pen,0.092275,74511412,0.079160,1390993,1392915,17571961,16313.882241,0,0,,
256,2,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,128,pen,0.091611,74320871,0.006353,111480,233006,17548905,62511.033369,62632045362.936646,683.676622,60413210291.281082,659.456342
256,8,ON,8,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,128,insert,0.061045,75012973,0.000398,5389,12345,13545753,28860.270922,0,0,,
16,16,ON,16,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,128,pen,0.082480,74272101,0.027505,482976,553204,17559805,28143.419135,0,0,,
64,1,ON,4,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,128,snap,0.502327,314936152,0.033988,3511682,7599196,103320675,18714.775000,0,0,,
4,2,ON,1,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,128,pen,0.115745,74349639,0.159089,2795537,7060836,17572169,16846.405002,0,0,,
16,1,OFF,4,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,32,mm,0.389219,48715514,0.320596,2382678,6875040,7432026,149442.999012,0,0,,
512,2,OFF,8,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,128,quick,0.012231,35015657,0.002384,4707,6523,1974212,110120.671341,0,0,,
64,16,OFF,2,DDR4_2400_8x8,None,32,mm,0.149716,48090621,0.300235,2189057,2188902,7291135,55054.983036,82615822731.088348,551.817135,88804356271.107040,593.152302
16,2,OFF,8,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,64,snap,1.188715,338336569,0.030313,3435520,6940553,113333125,101818.378586,0,0,,
64,4,OFF,2,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,32,pen,0.162397,75234356,0.033121,587314,1225942,17732431,103247.211032,0,0,,
2,1,OFF,1,LPDDR5_6400_1x16_BG_BL16,None,64,quick,0.024335,35748646,0.096234,196086,185846,2037592,58901.260161,0,0,,
16,2,OFF,16,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,32,insert,0.072648,75104382,0.004900,65808,138475,13431178,109156.500729,0,0,,
8,8,ON,2,LPDDR5_5500_1x16_BG_BL16,None,32,pen,0.101359,74930954,0.099476,1761177,1761590,17704574,17773.272931,0,0,,
256,8,ON,2,DDR3_2133_8x8,SignaturePathPrefetcher,32,insert,0.061676,75086585,0.001118,15156,28643,13554812,23366.917392,32876697286.948940,533.057546,32933207010.652912,533.973786
2,16,ON,4,DDR3_1600_8x8,BOPPrefetcher,32,quick,0.010577,34947156,0.049360,97319,97514,1971624,14173.717362,5040184050,476.524693,5092019220,481.425455
32,1,OFF,16,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,32,mm,0.193577,48327150,0.283930,2076979,4711950,7315111,78191.184408,0,0,,
512,8,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,64,pen,0.094611,74526170,0.010381,182339,310064,17565494,45986.239916,62144718103.607948,656.841346,61121601574.823936,646.027471
128,4,OFF,1,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,128,insert,0.065253,75255455,0.000658,8924,17308,13552412,114149.484536,0,0,,
1,1,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,64,pen,0.429063,75574840,0.359983,6395590,16241630,17766360,53199.306474,295361625330,688.387970,301388265600,702.434029
32,2,ON,8,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,128,snap,0.479145,315159200,0.015329,1585320,2470702,103418592,25625.768299,0,0,,
32,1,OFF,1,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,64,mm,0.194539,48259290,0.252264,1843729,3958138,7308717,88650.071675,0,0,,
1,4,OFF,16,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,32,mm,0.436924,49622717,0.376541,2813058,8322013,7470789,142933.449825,0,0,,
1,8,OFF,8,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,32,mm,0.320554,48905919,0.346586,2562880,7447579,7394642,112548.879581,0,0,,
2,1,ON,2,DDR4_2400_4x16,None,128,snap,0.728946,318266411,0.192714,20186917,20189658,104750742,14927.627458,175979799151.180023,241.416786,,
128,1,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,32,insert,0.065194,75253966,0.001930,26170,45245,13557153,53438.593810,35998704309.797577,552.177486,36031564873.589546,552.681528
8,16,ON,4,LPDDR5_6400_1x16_BG_BL16,None,64,pen,0.087363,74500223,0.056455,992165,993398,17574366,17551.678400,0,0,,
4,4,ON,2,LPDDR5_5500_1x16_BG_BL32,None,128,snap,0.595311,317819359,0.088374,9240542,9251955,104561777,16930.748110,0,0,,
1,8,ON,1,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,32,snap,0.835989,323802177,0.223962,23992707,51774469,107128590,16258.329396,0,0,,
32,1,ON,2,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,32,quick,0.010596,34928461,0.024177,48124,102956,1990504,20735.942544,0,0,,
4,4,ON,2,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,128,mm,0.042800,47702493,0.164758,1187819,4270900,7209491,13887.185674,0,0,,
16,8,OFF,16,DDR4_2400_4x16,BOPPrefetcher,32,snap,0.910452,328092380,0.033475,3647654,3649916,108965683,49558.695534,354786156375.618286,389.681279,,
512,8,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,128,pen,0.092104,74334711,0.004900,85978,159497,17547335,78533.700482,33434607747.890343,363.008601,,
2,2,ON,8,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,32,pen,0.113676,74987925,0.126237,2236338,5381489,17715327,21394.314946,0,0,,
2,4,ON,2,DDR4_2400_16x4,TaggedPrefetcher,128,insert,0.064818,75132831,0.022210,300744,483182,13540981,13823.140279,54883399539.327637,846.724458,54839748038.914848,846.051016
128,1,OFF,4,DDR4_2400_16x4,BOPPrefetcher,64,quick,0.012138,35052324,0.010786,21288,25264,1973589,52874.248403,11630199438.647894,958.172290,11653520206.607887,960.093608
64,8,OFF,2,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,128,insert,0.065168,75249258,0.000781,10579,16634,13539699,117854.570375,0,0,,
1,16,OFF,16,DDR4_2400_16x4,AMPMPrefetcher,32,pen,0.299129,75795827,0.215046,3831904,11205973,17818994,53631.437398,331789023431.140381,1109.181891,341436275965.948181,1141.432982
64,4,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,32,pen,0.121401,75003531,0.031895,564380,1136327,17695039,50287.962011,127726190803.310547,1052.105649,129007305632.318802,1062.658443
64,2,ON,16,LPDDR5_6400_1x16_BG_BL32,SignaturePathPrefetcher,128,insert,0.060966,75032373,0.000844,11419,19331,13532310,19456.913915,0,0,,
16,2,OFF,8,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,32,quick,0.018096,35510562,0.021472,43771,88889,2038473,100413.652875,0,0,,
512,2,ON,8,DDR4_2400_8x8,None,32,pen,0.084171,74862188,0.032745,579479,575926,17696937,24590.000673,38383631599.516739,456.020060,38448267354.868759,456.787970
128,1,OFF,16,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,32,pen,0.164156,75213370,0.033257,589606,1083031,17728978,101417.353283,0,0,,
64,1,ON,8,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,128,insert,0.061117,75038572,0.001356,18353,28563,13536006,18367.433117,0,0,,
512,1,ON,8,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,64,insert,0.061102,75058089,0.000609,8246,17559,13539525,22729.869027,0,0,,
2,2,ON,4,DDR4_2400_8x8,None,32,mm,0.055437,47816451,0.315843,2286830,2287229,7240412,13204.300932,23677548788.559357,427.104190,23600696529.764175,425.717901
256,1,OFF,8,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,128,pen,0.117711,74410952,0.009734,170785,304241,17546035,128291.468806,0,0,,
32,2,OFF,1,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,128,pen,0.142364,74538425,0.025287,444291,482280,17569813,104702.800642,0,0,,
256,8,OFF,4,DDR4_2400_8x8,BOPPrefetcher,128,insert,0.063217,75126050,0.000653,8840,9258,13542215,68223.133484,27467174507.688046,434.493611,27493054867.401611,434.903004
256,4,OFF,2,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,128,mm,0.031854,47841190,0.001643,11841,18624,7207007,119960.096276,0,0,,
64,8,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,mm,0.040595,47710077,0.154790,1118985,4513760,7229030,12727.780086,9222455961.431852,227.180790,,
4,8,ON,8,DDR4_2400_8x8,AMPMPrefetcher,128,mm,0.056634,47723388,0.316421,2285187,8354667,7221980,13839.747688,24060550168.702396,424.840626,24013263904.776806,424.005685
2,2,ON,16,LPDDR5_5500_1x16_8B_BL32,None,32,pen,0.113052,74986818,0.156191,2766387,2768030,17711511,16057.822712,0,0,,
128,4,ON,8,LPDDR5_5500_1x16_BG_BL16,None,64,mm,0.039827,47700054,0.140977,1017031,1016722,7214185,13281.888654,0,0,,
2,16,OFF,1,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,64,quick,0.021156,35840463,0.041475,84251,192531,2031373,95501.507401,0,0,,
256,2,ON,16,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,64,insert,0.061054,75056350,0.000713,9651,16813,13539393,20396.383794,0,0,,
128,4,OFF,8,LPDDR5_5500_1x16_BG_BL16,BOPPrefetcher,128,mm,0.109605,48003841,0.106521,773683,800926,7263194,101585.441324,0,0,,
128,4,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,128,pen,0.097728,74360503,0.008205,144052,265537,17556189,78225.397773,37586694454.607605,384.606587,,
512,16,ON,8,LPDDR5_5500_1x16_BG_BL16,None,64,mm,0.027709,47677057,0.002233,16109,15568,7213404,27945.061767,0,0,,
32,16,OFF,2,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,64,snap,0.915408,329474088,0.013221,1446857,2154606,109439754,91700.526037,0,0,,
4,8,ON,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,insert,0.063727,75113971,0.013473,182452,408556,13542286,14890.042312,34111204456.061321,535.268499,34081971554.741329,534.809780
8,4,OFF,2,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,64,insert,0.082776,75039962,0.016800,225652,240489,13431425,84670.904756,0,0,,
128,1,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,64,pen,0.078033,74425226,0.018886,331644,644241,17560368,24528.277309,69386717150.820709,889.196300,69378202306.121918,889.087182
64,2,OFF,2,LPDDR5_6400_1x16_BG_BL32,BOPPrefetcher,128,mm,0.229406,48190109,0.283511,2076282,2148830,7323467,95902.486512,0,0,,
16,2,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,32,pen,0.089215,74872953,0.046889,830125,1769408,17704086,23543.259148,50831492903.517830,569.762236,50760239845.893974,568.963572
2,4,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,128,pen,0.113060,74330651,0.169246,2973115,5867683,17566875,15672.330199,98878592588.069916,874.569533,98847955295.890701,874.298549
2,4,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,128,insert,0.063410,75097168,0.012360,167285,319655,13534205,15273.509281,53898868377.380493,850.008444,53806129799.655769,848.545916
128,16,ON,16,DDR4_2400_16x4,TaggedPrefetcher,128,quick,0.009107,34832349,0.003317,6530,15903,1968506,19109.954058,7817564199.009513,858.416442,7800286065.028713,856.519197
32,1,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,32,insert,0.066378,75332723,0.003556,48173,94937,13548603,53111.981816,29624576189.692596,446.297967,29469508393.631718,443.961851
16,4,OFF,8,LPDDR5_6400_1x16_BG_BL32,None,128,mm,0.232399,48219337,0.294096,2154618,2154663,7326228,93800.242549,0,0,,
32,8,OFF,2,DDR4_2400_8x8,BOPPrefetcher,32,quick,0.013890,35106131,0.022798,45137,45080,1979871,47615.681149,7218192633.573599,519.666388,7176092366.419206,516.635422
8,4,ON,2,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,32,insert,0.064397,75136953,0.015122,205075,476261,13561265,15146.441546,0,0,,
32,8,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,32,quick,0.009637,34880306,0.013268,26314,51708,1983206,14672.265714,5212850231.063913,540.914710,5224854349.847913,542.160325
512,4,ON,16,DDR4_2400_4x16,BOPPrefetcher,32,pen,0.084316,74847597,0.033002,583901,580127,17693062,24731.754184,21809769964.389000,258.667007,,
512,1,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,mm,0.027467,47644740,0.001491,10745,17268,7207678,28995.625872,12952834575,471.577528,12979781055,472.558576
8,8,OFF,2,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,32,pen,0.210608,75482788,0.056566,1004898,2162709,17765049,103921.006411,0,0,,
8,8,OFF,16,LPDDR5_5500_1x16_8B_BL32,None,128,mm,0.224845,48272725,0.296178,2168096,2168336,7320244,89720.408137,0,0,,
512,1,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,32,mm,0.031822,47875556,0.004639,33496,51287,7220524,44939.589802,16384530255,514.874672,16214017590,509.516407
2,8,OFF,4,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,64,quick,0.021658,35790772,0.040881,83343,189418,2038685,100290.234333,0,0,,
2,1,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,128,snap,2.139099,344905783,0.218008,25341531,49173063,116241388,55355.747804,1620970254760.268555,757.781727,1852331714358.011719,865.940088
512,4,ON,4,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,64,pen,0.080099,74442757,0.010486,184274,304887,17574163,50487.713948,0,0,,
128,2,ON,8,DDR4_2400_16x4,BOPPrefetcher,64,mm,0.035399,47709153,0.091386,659219,684101,7213535,13317.093409,30140221159.173119,851.447203,30053194715.680325,848.988746
4,1,OFF,1,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,64,pen,0.367081,75471847,0.162247,2875738,6839295,17724479,92207.759190,0,0,,
32,1,OFF,16,DDR4_2400_4x16,AMPMPrefetcher,128,quick,0.013240,35137618,0.015433,30577,47275,1981278,66005.674200,4674959445.595529,353.105295,,
128,4,ON,8,DDR4_2400_8x8,BOPPrefetcher,128,snap,0.463431,315101358,0.005403,558549,616618,103381860,47641.343016,205401817353.508087,443.219599,205163324716.736511,442.704976
2,1,ON,4,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,64,snap,0.790572,320584647,0.224523,23698505,56797767,105550302,15073.501113,0,0,,
32,8,OFF,16,LPDDR5_5500_1x16_8B_BL32,None,32,snap,1.039504,333640175,0.021996,2449865,2449394,111375481,55261.195617,0,0,,
256,16,ON,16,LPDDR5_5500_1x16_8B_BL32,SignaturePathPrefetcher,32,insert,0.061303,75064856,0.001132,15321,28795,13540028,18100.450362,0,0,,
8,2,ON,2,DDR4_2400_8x8,TaggedPrefetcher,64,pen,0.087486,74483211,0.057528,1011581,2436656,17584198,17384.023128,39888767266.331375,455.942029,39764557438.144058,454.522268
32,1,OFF,16,LPDDR5_6400_1x16_BG_BL32,SignaturePathPrefetcher,32,quick,0.017959,35532491,0.021337,43494,68712,2038445,98859.670299,0,0,,
2,2,OFF,1,LPDDR5_6400_1x16_BG_BL32,None,32,quick,0.022707,35770463,0.058112,119137,118974,2050122,71445.180758,0,0,,
256,4,OFF,4,LPDDR5_5500_1x16_8B_BL32,SignaturePathPrefetcher,128,quick,0.012513,35047394,0.003161,6224,10324,1968943,121314.106684,0,0,,
8,4,OFF,1,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,128,quick,0.016126,35463645,0.014351,29029,46063,2022770,125489.803300,0,0,,
2,16,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,64,quick,0.016327,35539143,0.040010,81381,191794,2033994,56428.220346,9700623390,594.134820,9880025190,605.122656
4,16,ON,2,DDR4_2400_8x8,AMPMPrefetcher,64,quick,0.010007,34921804,0.025144,49586,112408,1972113,15802.081233,4542546226.411139,453.939452,4518770036.692744,451.563483
1,16,ON,1,DDR3_2133_8x8,TaggedPrefetcher,128,quick,,,,,,,,,,,
32,1,ON,8,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,64,mm,0.061860,47738585,0.352361,2546786,9477264,7227771,14516.656288,0,0,,
16,2,OFF,16,LPDDR5_6400_1x16_BG_BL32,SignaturePathPrefetcher,32,pen,0.199458,75389345,0.050523,897211,1772452,17758316,103194.414134,0,0,,
32,8,OFF,16,DDR4_2400_16x4,BOPPrefetcher,64,pen,0.123633,74619594,0.039488,694457,759406,17586748,52836.345519,128813084671.789795,1041.902929,130410323708.515518,1054.822175
2,8,ON,16,DDR4_2400_16x4,AMPMPrefetcher,128,mm,0.057545,47778309,0.326779,2358949,8556763,7218787,13839.526416,48671197518.486626,845.798776,48654440116.129776,845.507569
