l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,algorithm,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements,dcache_overall_misses,dcache_overall_avg_miss_latency,dram_rank0_total_energy,dram_rank0_avg_power,dram_rank1_total_energy,dram_rank0_avg_power
8,2,ON,8,DDR4_2400_4x16,AMPMPrefetcher,32,quick,0.010034,34928511,0.025693,51149,123862,1990743,13935.756320,2371527339.134850,236.342151,,
1,1,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,64,insert,0.081997,75280388,0.026171,351711,680801,13438994,54785.143197,41057326305,500.719216,50598372150,617.078107
32,8,OFF,16,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,128,mm,0.324452,48333553,0.290953,2151483,6210685,7394617,136306.705886,0,0,,
16,16,ON,16,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,128,snap,0.492272,316185038,0.016618,1726127,1972963,103871824,30076.817639,0,0,,
4,2,ON,8,DDR3_2133_8x8,BOPPrefetcher,128,quick,0.009917,34867748,0.034920,68563,71822,1963416,14289.996062,5355708726.647899,540.028919,5382869308.319908,542.767586
512,16,OFF,1,DDR4_2400_4x16,None,64,insert,0.063324,75168252,0.000429,5813,5389,13545497,53415.104077,14697579952.131088,232.100728,,
256,16,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,128,quick,0.011355,34971538,0.002957,5820,10028,1968466,76672.508591,3605871435.588817,317.545866,,
128,1,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,64,snap,0.772940,322155919,0.033598,3569206,7293042,106233764,38138.988475,293774217211.761536,380.073677,,
8,1,ON,16,DDR3_1600_8x8,BOPPrefetcher,128,pen,0.102924,74288632,0.113699,1996565,2225795,17560091,17888.280372,50190796185,487.649258,50143067475,487.185531
16,4,ON,1,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,128,mm,0.059825,47754639,0.301042,2175518,6256663,7226631,15749.713861,0,0,,
32,4,OFF,1,DDR3_2133_8x8,TaggedPrefetcher,32,mm,0.146636,48069784,0.297898,2172441,6397306,7292560,54071.351305,113501761323.721191,774.035927,117478184483.520462,801.153519
32,1,ON,4,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,128,mm,0.054327,47744868,0.224758,1623224,4404009,7222087,17588.389834,0,0,,
256,16,OFF,16,DDR3_1600_8x8,BOPPrefetcher,64,pen,0.103477,74529984,0.019777,347130,352310,17552149,47061.223461,59516534490,575.164917,58448242695,564.840996
64,1,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,64,mm,0.045994,47698617,0.175665,1267985,3256980,7218181,15723.245543,24581742361.681625,534.459343,24593343403.105644,534.711574
8,2,ON,4,DDR3_2133_8x8,BOPPrefetcher,128,pen,0.088841,74261639,0.068040,1194474,1306221,17555529,17432.941194,49555333502.975235,557.798072,49544642632.967308,557.677735
64,2,ON,4,DDR3_2133_8x8,TaggedPrefetcher,128,quick,0.009269,34880275,0.005177,10204,24528,1970935,20033.859271,5084541657.551943,548.541703,5082988036.895937,548.374092
1,16,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,128,insert,,,,,,,,,,,
256,16,OFF,16,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,32,mm,0.035184,47988956,0.005164,37324,55499,7228250,94871.356232,0,0,,
1,4,ON,8,DDR4_2400_4x16,AMPMPrefetcher,128,snap,0.866067,318419970,0.284822,29845108,65833845,104785131,15045.030428,201436625551.737885,232.587739,,
64,16,ON,8,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,128,insert,0.061002,75033373,0.000747,10113,16108,13532412,22371.502027,0,0,,
1,2,ON,2,LPDDR5_6400_1x16_BG_BL32,SignaturePathPrefetcher,128,quick,0.012579,34989997,0.121938,241818,334400,1983127,14355.680719,0,0,,
8,1,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,64,mm,0.121892,48059087,0.265020,1923571,4608693,7258206,48544.606620,130889428046.092316,1073.818349,140186931536.500610,1150.095173
64,1,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,32,pen,0.129678,75081945,0.039317,696584,1488263,17717097,52061.922180,92618602507.201065,714.218744,89995982827.298111,693.994684
32,4,ON,4,LPDDR5_5500_1x16_BG_BL16,None,128,insert,0.061283,75089431,0.001401,18977,18938,13542855,21651.024925,0,0,,
16,2,ON,4,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,32,mm,0.056044,47766222,0.316949,2293490,8681396,7236158,13430.351560,0,0,,
32,16,OFF,4,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,64,pen,0.151259,74779634,0.038920,684930,766649,17598243,80098.466997,0,0,,
64,4,OFF,16,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,64,pen,0.137565,74706021,0.030634,538533,589406,17579827,76721.000384,0,0,,
512,4,ON,1,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,64,insert,0.061588,75062726,0.000547,7414,9276,13546201,44466.549771,0,0,,
4,1,OFF,2,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,64,mm,0.242726,48581977,0.309853,2271441,5726973,7330709,93180.902123,0,0,,
8,16,OFF,2,DDR3_2133_8x8,BOPPrefetcher,128,insert,0.069981,75263600,0.008710,117906,146234,13536962,61547.520906,38889103576.852180,555.709379,44575831858.151253,636.970399
16,1,ON,4,LPDDR5_6400_1x16_BG_BL32,None,128,quick,0.009982,34891306,0.029774,58838,56510,1976159,15434.166695,0,0,,
8,1,ON,8,LPDDR5_5500_1x16_8B_BL32,None,128,quick,0.010064,34878379,0.040979,80455,76584,1963299,13896.296066,0,0,,
1,4,ON,16,DDR4_2400_16x4,None,128,insert,0.065334,75124516,0.026680,361269,361582,13540760,13526.632509,54996832396.028297,841.777658,54989759854.177116,841.669406
8,1,OFF,1,DDR4_2400_8x8,None,64,pen,0.181310,74828079,0.107190,1888368,1889700,17616949,49860.253669,103982813164.825439,573.508311,106075628835.574005,585.051057
16,8,ON,8,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,32,mm,0.041737,47756386,0.157213,1137454,4098783,7235097,13442.351954,0,0,,
1,2,ON,8,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,64,insert,0.066634,75231548,0.031113,421583,1064263,13550229,14175.269162,0,0,,
512,8,OFF,1,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,128,quick,0.012014,35042584,0.001981,3901,5508,1968945,117797.231479,0,0,,
128,1,ON,16,LPDDR5_6400_1x16_BG_BL16,None,32,mm,0.036567,47750177,0.087675,633335,633101,7223661,15696.201063,0,0,,
32,16,ON,1,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,32,pen,0.098391,74909718,0.037225,659023,1443842,17703720,42787.364779,0,0,,
32,2,ON,16,DDR4_2400_8x8,TaggedPrefetcher,128,snap,0.476888,314635061,0.021418,2210058,4937351,103188163,18306.898280,210592484635.750458,441.597419,210399774920.482635,441.193320
4,16,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,128,snap,1.343865,333042701,0.094096,10461556,24672319,111179526,60693.041551,668286561358.151978,497.286968,,
8,1,ON,1,LPDDR5_5500_1x16_8B_BL32,None,64,insert,0.064908,75114687,0.018813,254813,255033,13544677,15020.089242,0,0,,
8,2,OFF,1,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,64,snap,1.474290,343127876,0.056752,6548662,14040614,115390682,93553.849931,0,0,,
512,8,OFF,16,DDR3_1600_8x8,BOPPrefetcher,32,snap,0.697082,323335066,0.010034,1072821,1059640,106919712,25840.839711,394903401930,566.509411,389758554690,559.128860
8,8,ON,1,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,64,mm,0.058318,47766081,0.322964,2331888,8877883,7220276,14030.311490,0,0,,
256,2,ON,1,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,64,snap,0.495951,316824150,0.006299,654736,904797,103950934,61242.435883,0,0,,
128,2,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,pen,0.076872,74423567,0.013922,244508,496710,17562612,27823.674481,38022241875,494.614772,37976425560,494.018767
16,8,ON,1,DDR4_2400_16x4,None,64,snap,0.503833,316309099,0.022141,2296401,2298145,103714866,22904.806042,454644367312.597473,902.371122,451724592585.823853,896.575998
256,1,ON,2,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,32,quick,0.010155,34892550,0.009026,17854,35257,1978157,30660.944326,0,0,,
32,16,ON,8,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,32,snap,0.516120,317709974,0.022547,2355673,2355040,104478812,29689.801174,0,0,,
256,16,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,128,pen,0.089912,74319259,0.005835,102383,201316,17547208,57533.379565,49123151238.654251,546.347131,49108533977.897659,546.184558
256,16,OFF,16,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,32,quick,0.014794,35137517,0.010048,19965,31604,1986920,90818.832958,0,0,,
4,1,ON,1,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,128,snap,0.670854,318191874,0.130403,13655358,15242744,104716972,16674.015540,0,0,,
8,16,ON,2,LPDDR5_5500_1x16_8B_BL32,None,64,pen,0.087825,74502591,0.056403,990961,992201,17569183,17789.996276,0,0,,
8,4,OFF,1,LPDDR5_6400_1x16_BG_BL32,None,64,mm,0.212419,48248869,0.299063,2187573,2187746,7314749,83222.834392,0,0,,
1,1,ON,2,DDR3_1600_8x8,BOPPrefetcher,64,pen,0.145173,74703553,0.298905,5262783,6545797,17606879,15044.848800,70284162675,484.139456,70462928760,485.370853
8,1,OFF,4,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,64,pen,0.249602,75113701,0.090858,1604657,2927507,17661193,92927.141751,0,0,,
8,16,ON,1,LPDDR5_5500_1x16_8B_BL32,None,64,quick,0.010552,34919156,0.021317,42168,42283,1978184,24477.862360,0,0,,
64,16,ON,4,DDR4_2400_4x16,AMPMPrefetcher,128,quick,0.009306,34841998,0.005257,10392,16516,1976842,21786.229792,2245112339.369242,241.255992,,
512,8,OFF,2,DDR4_2400_8x8,None,32,snap,0.672440,322299900,0.010059,1070647,1057534,106441964,25321.802611,349078144599.324768,519.121935,350869562081.591675,521.785992
2,8,ON,4,DDR4_2400_8x8,AMPMPrefetcher,128,mm,0.057928,47800402,0.326379,2360559,8582807,7232563,13934.149072,24698434198.987900,426.364297,24659561940.113495,425.693253
2,2,ON,2,DDR3_1600_8x8,TaggedPrefetcher,32,insert,0.071480,75184515,0.061553,833866,974633,13547028,13217.862341,33475018185,468.312742,33539796855,469.218990
32,1,ON,4,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,32,quick,0.010305,34944438,0.031689,62481,62110,1971684,16521.358493,0,0,,
128,8,ON,4,LPDDR5_5500_1x16_8B_BL32,None,64,mm,0.036531,47716422,0.101325,730689,730377,7211314,13490.246877,0,0,,
4,8,ON,8,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,64,insert,0.063881,75084874,0.016296,220714,474865,13543658,14212.818398,0,0,,
4,2,ON,2,DDR3_1600_8x8,SignaturePathPrefetcher,64,mm,0.042468,47774837,0.166693,1203895,3824923,7222218,13399.326769,20060276550,472.358965,20093122035,473.132377
32,8,ON,2,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,128,pen,0.077309,74231499,0.013221,232047,540897,17551249,32847.283094,0,0,,
64,1,ON,2,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,128,insert,0.061411,75016600,0.001629,22047,23275,13532775,23717.308477,0,0,,
1,16,ON,4,LPDDR5_5500_1x16_BG_BL16,None,64,insert,0.067364,75171797,0.037776,511820,512140,13548989,13322.146458,0,0,,
512,8,OFF,2,DDR4_2400_16x4,None,64,quick,0.011201,34990437,0.003476,6878,6463,1978481,50738.732190,10484110137.815907,935.956747,10491508541.270302,936.617230
256,16,OFF,16,DDR4_2400_16x4,BOPPrefetcher,128,insert,0.063172,75128133,0.000607,8223,9845,13542392,69530.888970,54341493096.644470,860.214805,54368585739.250946,860.643676
4,16,OFF,16,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,32,snap,2.427711,363682322,0.106594,13267493,26852461,124467910,101263.114553,0,0,,
1,1,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,32,insert,0.113632,75354236,0.071757,965453,1235017,13454426,52699.629084,64538512465.889565,567.961944,80116003760.186615,705.049427
16,1,ON,1,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,128,insert,0.062233,75121809,0.004129,55934,92016,13545059,20067.588587,0,0,,
512,2,OFF,8,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,32,snap,0.988577,336990169,0.008463,955608,1182295,112911156,92493.824874,0,0,,
128,1,ON,8,DDR3_2133_8x8,BOPPrefetcher,128,insert,0.061015,75038845,0.001184,16019,17182,13535220,17081.028778,32416225459.132900,531.285579,32422220438.500942,531.383834
64,2,ON,16,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,32,snap,0.511213,317433666,0.021789,2273872,2271878,104359550,29291.548073,0,0,,
2,16,ON,2,DDR4_2400_4x16,None,64,mm,0.056116,47757241,0.325548,2351681,2352146,7223757,13153.161292,12562401592.573801,223.863332,,
64,2,ON,1,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,128,mm,0.053427,47724294,0.287219,2074197,2142113,7221655,13443.077731,0,0,,
256,16,OFF,8,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,32,snap,0.934198,332658175,0.012792,1419532,1409684,110972245,34272.639151,0,0,,
1,16,ON,1,DDR3_1600_8x8,SignaturePathPrefetcher,64,pen,0.125223,74570838,0.212155,3731464,9168063,17588348,15208.601369,62406431490,498.362234,63100531860,503.905147
4,1,OFF,8,LPDDR5_5500_1x16_8B_BL32,SignaturePathPrefetcher,32,pen,0.359725,75922053,0.137135,2448965,5039972,17858123,102064.518276,0,0,,
32,16,ON,1,DDR3_2133_8x8,BOPPrefetcher,128,pen,0.079959,74244685,0.021808,382677,431587,17547205,26708.082796,46104578802.745361,576.603155,46054919413.105400,575.982094
1,2,OFF,8,LPDDR5_5500_1x16_8B_BL32,TaggedPrefetcher,128,insert,0.102330,75841764,0.032130,431993,771201,13445010,88467.283032,0,0,,
8,16,OFF,2,DDR4_2400_4x16,None,32,insert,0.087366,74997586,0.034950,469815,469943,13442397,51019.843981,27726327726.588001,317.359658,,
8,16,OFF,8,LPDDR5_6400_1x16_BG_BL16,None,128,snap,1.212762,338181309,0.035583,4036599,4047438,113442119,96608.149955,0,0,,
128,16,OFF,4,LPDDR5_5500_1x16_8B_BL32,TaggedPrefetcher,128,mm,0.180021,48067438,0.157593,1150395,3310308,7299789,129599.112913,0,0,,
256,8,ON,4,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,64,quick,0.009488,34883340,0.007152,14066,13915,1966671,23596.687047,0,0,,
1,4,OFF,8,LPDDR5_6400_1x16_BG_BL32,None,128,quick,0.025278,35922871,0.084436,171716,169672,2033688,74133.010319,0,0,,
32,16,ON,4,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,32,insert,0.061818,75093378,0.001998,27084,60478,13552600,20284.559149,0,0,,
8,16,ON,8,DDR4_2400_8x8,TaggedPrefetcher,128,pen,0.077026,74260866,0.025192,442201,1110056,17553287,18762.866886,34556318987.177063,448.631656,34580903817.309944,448.950832
16,8,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,64,quick,0.012826,35092263,0.012581,24982,41068,1985725,59714.074133,7118181495,554.979154,7190053095,560.582725
32,16,OFF,8,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,64,insert,0.066272,75308985,0.001892,25620,31090,13537880,86610.811866,0,0,,
64,1,ON,2,DDR4_2400_8x8,BOPPrefetcher,64,mm,0.056313,47734167,0.304875,2202797,2251780,7225237,14075.249331,24034249735.085651,426.796507,24016870685.487236,426.487892
256,8,ON,16,LPDDR5_5500_1x16_8B_BL32,None,64,quick,0.009382,34876576,0.007379,14614,14272,1980413,18024.804982,0,0,,
16,1,ON,8,DDR4_2400_8x8,AMPMPrefetcher,32,quick,0.010179,34923400,0.032119,63937,138093,1990629,13764.048986,4491327969.911938,441.213327,4431203759.219933,435.306921
4,2,ON,8,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,128,insert,0.063153,75096924,0.012263,166053,293577,13540694,14741.230210,0,0,,
4,8,ON,1,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,128,snap,0.619526,316842360,0.097947,10199536,21209791,104133614,17072.485307,0,0,,
1,4,OFF,2,DDR3_2133_8x8,BOPPrefetcher,32,quick,0.019614,35642967,0.070770,144592,144404,2043128,49576.197162,13021333555.607941,663.864221,13358289141.959949,681.043165
32,8,ON,16,DDR4_2400_8x8,None,128,pen,0.078246,74231213,0.022786,399756,398980,17544116,24403.326029,35567798027.659233,454.564832,35568413149.512009,454.572693
256,2,OFF,16,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,128,snap,0.814621,327137886,0.004219,458327,729855,108640920,106444.929057,0,0,,
8,4,ON,4,LPDDR5_5500_1x16_BG_BL32,None,128,pen,0.086358,74287049,0.043189,758700,760468,17566973,23041.890075,0,0,,
64,1,OFF,16,LPDDR5_5500_1x16_BG_BL16,BOPPrefetcher,128,insert,0.066480,75290374,0.001630,22067,22595,13540359,105096.909412,0,0,,
64,2,OFF,2,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,32,insert,0.067738,75002064,0.002233,29983,48753,13429319,101334.139346,0,0,,
64,16,OFF,8,DDR4_2400_4x16,BOPPrefetcher,64,snap,0.663528,320009449,0.010419,1097099,1224665,105300097,41504.462678,230402033981.139557,347.238044,,
128,4,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,128,quick,0.009165,34845230,0.003858,7549,13358,1956719,23536.362432,4073886533.303949,444.525418,4030357082.051946,439.775667
64,8,ON,16,DDR4_2400_16x4,AMPMPrefetcher,32,snap,0.491195,317330801,0.012266,1279614,2164380,104320948,32074.139936,435430837915.716187,886.471871,435564599605.626587,886.744190
32,8,OFF,8,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,128,quick,0.013300,35079156,0.008622,16933,17131,1964027,94798.234217,0,0,,
2,2,OFF,4,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,128,snap,3.724417,380352206,0.191009,25118707,50280927,131505519,106571.444999,0,0,,
64,2,ON,4,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,32,snap,0.550654,321073103,0.024050,2548832,4129255,105981717,41863.009802,0,0,,
64,2,ON,8,DDR4_2400_4x16,SignaturePathPrefetcher,64,quick,0.009308,34863591,0.007708,15158,28325,1966543,16400.250693,2165276871.668447,232.621214,,
128,2,ON,16,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,32,pen,0.092198,74860848,0.027246,482336,1003433,17702759,50888.042775,0,0,,
32,16,OFF,1,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,32,quick,0.016696,35436153,0.015754,32100,57481,2037631,97400.560717,0,0,,
16,2,ON,16,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,32,snap,0.575388,321379680,0.044291,4699868,9230070,106112426,28075.756915,0,0,,
32,1,OFF,16,DDR4_2400_8x8,BOPPrefetcher,32,quick,0.014832,35146818,0.029213,58176,57977,1991472,48425.819926,7796719150.365649,525.675572,7731921905.635221,521.306769
1,2,ON,2,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,128,mm,0.087746,47973290,0.527785,3822919,12567031,7243331,16722.778458,0,0,,
64,16,OFF,2,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,32,mm,0.224852,48334587,0.283199,2078831,5019368,7340526,92713.035836,0,0,,
512,2,OFF,1,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,32,mm,0.033860,47985975,0.005163,37283,36806,7220704,52228.160288,0,0,,
16,2,OFF,4,LPDDR5_6400_1x16_BG_BL32,BOPPrefetcher,64,quick,0.015707,35420251,0.018957,38485,46298,2030166,83329.063271,0,0,,
1,16,OFF,1,LPDDR5_6400_1x16_BG_BL32,None,64,mm,0.240660,48674593,0.346254,2538217,2538693,7330499,82847.518553,0,0,,
4,8,ON,1,DDR4_2400_4x16,BOPPrefetcher,128,mm,0.053841,47787527,0.293419,2120172,2215816,7225742,13381.657715,12448195502.290380,231.203113,,
512,2,ON,2,LPDDR5_6400_1x16_8B_BL32,None,32,insert,0.061785,75071132,0.001128,15274,14893,13544522,30953.515778,0,0,,
256,2,ON,4,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,64,mm,0.028165,47695345,0.004178,30108,59776,7206528,26722.980603,0,0,,
1,1,ON,1,DDR4_2400_8x8,BOPPrefetcher,64,insert,0.068692,75254486,0.042686,578086,640083,13542882,13837.632290,29421538333.333778,428.308481,29333181352.268970,427.022211
512,2,ON,1,DDR4_2400_8x8,AMPMPrefetcher,128,quick,0.009360,34856969,0.002292,4513,6278,1968961,39865.056503,4261907760.717549,455.307801,4199463506.414344,448.636761
8,4,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,128,mm,0.173466,48113771,0.306137,2231789,6636333,7290167,65012.375050,106675815126.988632,614.967563,126613380027.740936,729.904165
4,8,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,64,quick,0.014169,35186992,0.026756,52985,113930,1980273,56173.615174,14300066844.335905,1009.285727,14092794850.310274,994.656658
16,8,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,32,insert,0.067488,75294534,0.005719,77494,115312,13549294,48761.362170,60234558431.243385,892.517633,58941132544.628586,873.352465
16,16,ON,4,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,128,quick,0.009464,34856395,0.009101,17917,44809,1968699,20145.839147,0,0,,
512,2,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,128,mm,0.029722,47778853,0.001183,8528,13233,7210872,69624.941370,26719009375.498394,898.960658,26506260333.168930,891.802720
512,4,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,128,snap,0.450023,314128264,0.001807,186039,335682,102974032,74018.993329,391694581966.749390,870.388562,391484022560.216797,869.920676
4,4,ON,16,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,32,insert,0.069767,75147951,0.052804,715934,716113,13558408,13085.747429,0,0,,
512,8,OFF,16,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,64,insert,0.064381,75234753,0.000386,5221,7477,13542541,93449.626508,0,0,,
8,2,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,32,snap,1.276399,337413888,0.077710,8786047,19305465,113061559,56949.708555,814457789970,638.090028,837223004685,655.925521
128,2,ON,4,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,64,insert,0.061349,75037297,0.000944,12793,23916,13550840,24020.440866,0,0,,
2,1,OFF,16,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,128,pen,0.616242,75837326,0.301376,5383315,9192003,17862469,95267.982182,0,0,,
4,4,ON,2,DDR4_2400_8x8,TaggedPrefetcher,64,pen,0.088006,74470623,0.061598,1082427,2622350,17572514,16821.919631,40223189457.925758,457.050224,40106252929.254417,455.721492
2,1,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,128,snap,2.053656,344518095,0.209576,24330676,53198315,116095015,54132.115462,1585217653457.931396,771.900191,1818774560444.343018,885.627552
2,16,ON,16,LPDDR5_6400_1x16_BG_BL32,BOPPrefetcher,128,pen,0.100262,74310691,0.109568,1924317,2234428,17562696,16970.084970,0,0,,
256,4,OFF,8,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,128,pen,0.104774,74371259,0.006053,106296,200701,17559751,118949.899338,0,0,,
4,2,ON,1,DDR4_2400_8x8,None,32,pen,0.109088,74948926,0.128432,2273572,2275692,17702563,17066.699229,51973194251.256973,476.435417,51920291224.934029,475.950458
4,4,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,128,snap,1.415885,334090774,0.104103,11621483,23324048,111634287,60472.110401,682678558619.263672,482.156894,,
64,16,ON,8,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,128,snap,0.464035,315058184,0.006166,637430,1285386,103375063,39020.064948,0,0,,
2,1,OFF,8,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,32,quick,0.027472,36033358,0.086572,178040,368592,2056553,75353.268900,0,0,,
512,4,ON,4,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,32,mm,0.028640,47719306,0.002966,21403,32480,7215477,58959.304770,0,0,,
512,2,OFF,1,LPDDR5_5500_1x16_8B_BL32,TaggedPrefetcher,32,insert,0.066396,75332226,0.000874,11837,17751,13544527,87808.186196,0,0,,
16,1,ON,1,DDR3_2133_8x8,AMPMPrefetcher,32,mm,0.060249,47786445,0.350385,2541148,9291427,7252438,13612.830303,32840123436.291828,545.070242,32750590251.964008,543.584198
16,1,OFF,1,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,64,insert,0.073856,75059360,0.008650,116156,137283,13428976,85166.198905,0,0,,
128,16,ON,8,LPDDR5_5500_1x16_8B_BL32,SignaturePathPrefetcher,128,snap,0.461303,314837991,0.003675,379580,639369,103273547,62122.109964,0,0,,
8,2,ON,1,DDR3_1600_8x8,AMPMPrefetcher,32,quick,0.010641,34907047,0.025981,51225,122321,1971620,19417.325525,5330650350,500.940474,5310837105,499.078552
8,8,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,pen,0.090399,74900293,0.052078,921978,1933805,17703691,22430.279247,81051523161.304382,896.595669,81192780339.822266,898.158263
1,8,ON,8,DDR3_2133_8x8,BOPPrefetcher,64,insert,0.067292,75170462,0.038429,520510,562573,13544632,13215.788361,35775540816.461647,531.647661,35765213627.813622,531.494192
64,4,OFF,1,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,32,snap,1.028933,338392155,0.014902,1691595,2502858,113513889,100335.829498,0,0,,
32,1,OFF,4,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,32,snap,1.438540,344652254,0.051871,6028331,9802746,116217395,85395.413092,0,0,,
2,8,OFF,8,DDR3_2133_8x8,None,128,quick,0.015711,35484010,0.036387,73370,73544,2016387,61542.169824,10541172164.207874,670.954324,10699656599.183905,681.041989
512,4,OFF,4,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,128,mm,0.030901,47836282,0.000962,6938,10660,7212971,106665.321418,0,0,,
256,16,ON,4,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,128,snap,0.463494,315033547,0.002572,265864,442265,103364320,89413.867617,0,0,,
32,4,ON,2,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,64,mm,0.054046,47740975,0.298192,2155925,2215218,7229990,13246.901910,0,0,,
64,16,OFF,4,DDR3_2133_8x8,BOPPrefetcher,32,pen,0.141417,75070701,0.056683,1003586,1002687,17705285,47702.289091,97133343867.002670,686.859270,94324322609.666901,666.995831
64,1,ON,1,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,64,insert,0.062109,75119884,0.001839,24912,45623,13545825,29854.347303,0,0,,
16,8,ON,2,DDR4_2400_8x8,SignaturePathPrefetcher,32,quick,0.010048,34933877,0.016629,32887,61900,1977733,18445.677623,4591852178.138345,456.976468,4561811527.207135,453.986853
1,8,ON,4,DDR3_2133_8x8,AMPMPrefetcher,32,pen,0.130934,75011014,0.244595,4334063,16722775,17719348,14623.944091,72712164360.683624,555.334010,72679526721.971481,555.084742
