l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements
32,16,ON,2,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.044607,158186775,0.144722,1004937,3970273
128,2,OFF,1,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.060604,158727360,0.076581,531325,1537909
64,16,OFF,8,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.095276,158792212,0.165163,1147700,2670617
64,1,ON,16,DDR4_2400_16x4,None,64,0.055707,158266998,0.270592,1879552,1878964
128,16,ON,2,DDR4_2400_8x8,AMPMPrefetcher,128,0.047323,158236092,0.173387,1204362,1338503
256,1,OFF,2,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.065590,158767224,0.074920,520398,1332823
256,1,OFF,1,DDR4_2400_4x16,TaggedPrefetcher,64,0.107873,158764893,0.193670,1346164,3955967
32,1,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.047444,158187843,0.169870,1179334,4109722
32,4,OFF,1,DDR4_2400_4x16,BOPPrefetcher,32,0.154033,158726580,0.314923,2190111,2189401
64,2,ON,1,DDR4_2400_16x4,None,32,0.065643,158192039,0.297306,2066483,2065811
512,2,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,32,0.032573,158778505,0.005134,35609,61694
64,8,OFF,1,DDR4_2400_4x16,None,128,0.162302,158801228,0.307664,2140346,2138110
32,4,OFF,1,DDR3_1600_8x8,BOPPrefetcher,128,0.157084,158751237,0.297546,2068972,2142203
256,16,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.032738,158178097,0.002420,16801,30523
32,16,ON,16,DDR3_2133_8x8,AMPMPrefetcher,32,0.059371,158208818,0.325034,2256808,10477408
32,2,ON,16,DDR3_2133_8x8,TaggedPrefetcher,32,0.059174,158222035,0.311651,2165406,6401688
32,8,OFF,8,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.102574,158768359,0.226613,1574174,4003589
128,2,OFF,2,DDR4_2400_4x16,None,128,0.077352,158751794,0.104772,727840,725692
64,2,ON,4,DDR4_2400_4x16,TaggedPrefetcher,32,0.057591,158157378,0.294098,2042022,6031671
256,2,ON,2,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.033700,158230851,0.019121,132716,405599
32,2,OFF,2,DDR4_2400_8x8,BOPPrefetcher,128,0.155900,158777109,0.298833,2077924,2153350
128,1,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.041491,158240046,0.089603,622077,2184291
32,2,ON,16,DDR4_2400_4x16,BOPPrefetcher,64,0.058312,158223728,0.310905,2160683,2223340
512,4,ON,1,DDR3_2133_8x8,AMPMPrefetcher,64,0.032575,158171937,0.001553,10782,17574
64,1,OFF,1,DDR4_2400_16x4,BOPPrefetcher,64,0.135050,158802990,0.269945,1878616,1933339
128,4,ON,16,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.039076,158177688,0.079443,551847,2006007
64,2,OFF,2,DDR3_1600_8x8,TaggedPrefetcher,128,0.171729,158770382,0.307709,2141265,6195483
512,1,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,32,0.042945,158741295,0.027228,188836,928092
512,16,ON,8,DDR3_1600_8x8,TaggedPrefetcher,64,0.032800,158249082,0.001508,10469,17209
64,4,ON,16,DDR4_2400_16x4,None,32,0.058117,158186946,0.314382,2183412,2182766
32,2,ON,16,DDR4_2400_8x8,TaggedPrefetcher,64,0.060358,158206468,0.310389,2155874,6330247
32,1,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,32,0.169515,158755385,0.339839,2364606,7188730
512,16,ON,4,DDR3_1600_8x8,None,32,0.032493,158204493,0.004073,28274,27520
512,1,OFF,4,DDR4_2400_16x4,BOPPrefetcher,128,0.040864,158808068,0.021890,151974,156784
128,1,OFF,4,DDR3_2133_8x8,BOPPrefetcher,32,0.098242,158818798,0.176007,1222976,1222247
128,4,OFF,4,DDR3_1600_8x8,BOPPrefetcher,128,0.064509,158788776,0.074951,520745,531449
512,2,ON,1,DDR4_2400_4x16,AMPMPrefetcher,32,0.034756,158237696,0.030364,210779,2146971
256,8,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,128,0.031733,158760446,0.001721,11948,15846
128,4,OFF,8,DDR4_2400_16x4,None,128,0.103353,158778864,0.169246,1176568,1174392
512,1,OFF,4,DDR3_2133_8x8,None,32,0.041709,158819851,0.026948,186871,186120
64,1,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,32,0.141117,158828426,0.280032,1946608,5966859
256,4,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,64,0.033135,158731534,0.005055,35084,88092
64,8,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.044129,158233367,0.140897,978720,3380650
128,8,ON,4,DDR4_2400_8x8,TaggedPrefetcher,64,0.042361,158223810,0.110598,768138,2148593
64,1,OFF,1,DDR4_2400_4x16,None,64,0.136677,158761519,0.273921,1903724,1903042
32,2,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.045139,158188702,0.149927,1040811,3356654
256,1,ON,16,DDR4_2400_8x8,TaggedPrefetcher,64,0.043260,158218705,0.118258,821465,2405601
128,4,OFF,4,DDR3_2133_8x8,AMPMPrefetcher,128,0.092482,158779759,0.134340,933765,2185575
512,16,OFF,4,DDR3_2133_8x8,None,32,0.032427,158854519,0.003920,27198,26440
128,4,ON,16,DDR4_2400_16x4,BOPPrefetcher,64,0.045311,158256321,0.154330,1071385,1088916
512,4,OFF,4,DDR3_1600_8x8,None,128,0.031817,158749361,0.001549,10748,9132
256,2,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.040227,158783581,0.019481,135273,310306
64,2,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.109010,158799551,0.216786,1505335,3992246
32,4,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.118725,158816240,0.273638,1901588,4710046
32,4,OFF,2,DDR3_2133_8x8,None,32,0.147332,158745076,0.315013,2189491,2188778
512,4,ON,2,DDR3_2133_8x8,None,64,0.032723,158294980,0.002556,17747,17054
128,4,ON,8,DDR3_1600_8x8,BOPPrefetcher,32,0.038857,158163871,0.081729,567447,566770
256,2,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.033926,158229378,0.019912,138191,497981
128,2,OFF,16,DDR4_2400_8x8,None,128,0.084425,158800914,0.123665,859441,857217
512,16,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.031813,158803623,0.002417,16775,28925
256,2,OFF,2,DDR3_2133_8x8,None,64,0.047933,158783447,0.043173,299737,299050
128,2,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.038991,158232709,0.082282,571447,2015448
64,8,OFF,8,DDR4_2400_4x16,TaggedPrefetcher,64,0.152083,158758885,0.307806,2141138,6299374
512,1,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.032653,158177568,0.004185,29044,55426
128,8,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.071812,158779594,0.100725,699695,1675273
128,8,ON,4,DDR4_2400_4x16,AMPMPrefetcher,64,0.041716,158241198,0.108636,754368,1132094
64,1,OFF,4,DDR3_2133_8x8,None,64,0.134066,158730995,0.278818,1938089,1937410
32,1,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.154756,158743096,0.324265,2253611,6566358
32,2,ON,1,DDR4_2400_4x16,TaggedPrefetcher,64,0.060288,158182982,0.310774,2158664,6333720
64,4,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,64,0.150695,158737784,0.307935,2141716,6299706
64,4,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,128,0.167125,158780221,0.311664,2169342,5734457
256,4,OFF,16,DDR4_2400_8x8,None,128,0.052294,158811579,0.049967,347043,344986
64,8,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,128,0.166154,158790891,0.310146,2159644,5765563
512,4,OFF,2,DDR3_1600_8x8,None,64,0.031726,158805164,0.002514,17452,16739
256,4,OFF,2,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.032453,158749921,0.002897,20109,26811
512,8,OFF,8,DDR4_2400_16x4,None,32,0.032609,158794936,0.004384,30414,29639
512,4,ON,8,DDR3_2133_8x8,BOPPrefetcher,128,0.032847,158224185,0.001452,10072,10239
256,2,ON,8,DDR3_1600_8x8,BOPPrefetcher,32,0.036105,158150525,0.047117,327080,326375
128,16,ON,2,DDR4_2400_16x4,AMPMPrefetcher,128,0.047275,158236201,0.173055,1202055,1325067
512,4,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.031934,158752524,0.001132,7859,10396
32,8,ON,2,DDR3_1600_8x8,BOPPrefetcher,64,0.058089,158177950,0.309593,2151108,2216138
512,16,ON,8,DDR4_2400_4x16,TaggedPrefetcher,32,0.032679,158228673,0.002563,17799,30756
256,2,ON,2,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.034989,158223958,0.025058,173924,535752
256,4,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.051552,158781461,0.049977,346966,1006257
512,16,ON,8,DDR4_2400_16x4,TaggedPrefetcher,64,0.032789,158195238,0.001500,10409,17415
256,1,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,128,0.080499,158743710,0.099401,690972,1986805
64,16,OFF,16,DDR3_2133_8x8,BOPPrefetcher,64,0.145079,158795169,0.306731,2131651,2187677
512,16,ON,1,DDR4_2400_8x8,TaggedPrefetcher,64,0.032590,158218170,0.001587,11021,17446
64,4,OFF,4,DDR4_2400_8x8,BOPPrefetcher,128,0.156005,158770690,0.297277,2068100,2139363
32,2,OFF,1,DDR3_1600_8x8,BOPPrefetcher,128,0.157580,158754766,0.298778,2077796,2153601
64,1,ON,16,DDR3_1600_8x8,TaggedPrefetcher,32,0.057190,158177868,0.279203,1939265,5719914
256,1,ON,2,DDR3_2133_8x8,AMPMPrefetcher,128,0.035592,158230075,0.028469,197698,619137
128,16,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.040030,158207343,0.094697,657554,2439209
256,2,ON,1,DDR3_1600_8x8,BOPPrefetcher,64,0.035280,158219083,0.034483,239454,247096
512,16,OFF,2,DDR4_2400_8x8,None,128,0.031862,158758803,0.001454,10092,8435
256,2,ON,8,DDR4_2400_16x4,TaggedPrefetcher,128,0.033043,158236949,0.003672,25495,51707
64,1,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.045830,158231857,0.138800,964506,2809941
128,2,ON,16,DDR4_2400_16x4,None,64,0.041319,158245886,0.106868,741857,741243
512,4,ON,16,DDR4_2400_8x8,AMPMPrefetcher,128,0.032854,158255613,0.001047,7274,10179
256,16,ON,4,DDR4_2400_8x8,None,128,0.032810,158257883,0.002290,15895,15214
64,8,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,0.057655,158193037,0.314306,2182383,2181720
64,1,ON,16,DDR4_2400_16x4,BOPPrefetcher,32,0.055417,158160295,0.277351,1926117,1925472
64,2,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.110732,158769413,0.196743,1366904,3508441
128,8,ON,8,DDR3_2133_8x8,AMPMPrefetcher,32,0.042335,158219063,0.116977,811783,2667343
32,8,OFF,1,DDR3_2133_8x8,BOPPrefetcher,32,0.148704,158743521,0.314861,2189423,2188714
256,4,ON,8,DDR3_2133_8x8,BOPPrefetcher,128,0.033085,158204947,0.005060,35112,34565
64,1,ON,8,DDR3_2133_8x8,BOPPrefetcher,64,0.055889,158228183,0.278443,1933188,1974387
256,1,ON,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.041057,158197927,0.099893,693412,2023670
32,16,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.102719,158762301,0.200898,1395263,3555151
32,16,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.153086,158806175,0.312415,2172202,6390190
128,8,ON,16,DDR4_2400_4x16,BOPPrefetcher,64,0.047817,158252596,0.184099,1278749,1297138
256,16,ON,16,DDR4_2400_4x16,BOPPrefetcher,64,0.032813,158271841,0.004102,28463,28451
64,1,OFF,16,DDR4_2400_4x16,AMPMPrefetcher,32,0.152725,158690271,0.294435,2047391,5869404
512,8,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,64,0.031770,158763418,0.001453,10092,18781
64,16,ON,1,DDR3_1600_8x8,None,128,0.057689,158210353,0.307812,2137941,2136846
32,2,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.046429,158179111,0.150995,1048445,4135795
32,4,ON,16,DDR4_2400_16x4,TaggedPrefetcher,64,0.060208,158210653,0.308639,2143754,6304570
128,1,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.090604,158779092,0.178402,1239596,3165370
512,1,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,128,0.042124,158768626,0.022262,154613,433779
512,8,ON,8,DDR4_2400_8x8,None,64,0.032474,158275553,0.002320,16099,15426
64,1,ON,4,DDR3_1600_8x8,TaggedPrefetcher,64,0.058373,158160464,0.286499,1989355,5839648
512,16,OFF,8,DDR3_1600_8x8,None,128,0.031749,158780311,0.001429,9924,8322
256,1,OFF,4,DDR4_2400_16x4,BOPPrefetcher,128,0.093164,158740974,0.143241,995154,1027342
128,4,ON,16,DDR4_2400_8x8,AMPMPrefetcher,64,0.046706,158201161,0.163117,1132832,3975970
128,8,ON,2,DDR3_1600_8x8,AMPMPrefetcher,128,0.048266,158233385,0.181944,1263623,1567764
512,16,OFF,8,DDR3_1600_8x8,None,32,0.032569,158827107,0.004065,28197,27442
256,16,OFF,1,DDR4_2400_8x8,None,64,0.032195,158803381,0.004059,28170,27469
128,8,ON,2,DDR4_2400_16x4,None,128,0.047997,158209164,0.185089,1285178,1284318
256,8,ON,8,DDR3_2133_8x8,TaggedPrefetcher,128,0.032853,158216235,0.001324,9198,19401
128,1,ON,2,DDR4_2400_4x16,None,32,0.047712,158205649,0.193858,1346653,1345972
32,2,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,64,0.159590,158770624,0.317016,2204604,6746022
512,16,ON,2,DDR4_2400_16x4,TaggedPrefetcher,128,0.032808,158241490,0.000856,5941,10923
256,2,OFF,2,DDR4_2400_8x8,AMPMPrefetcher,32,0.057499,158736855,0.064385,446604,1478086
128,4,ON,4,DDR4_2400_4x16,BOPPrefetcher,32,0.041400,158196815,0.116651,810036,809353
128,1,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,64,0.110908,158772815,0.198580,1380337,4040379
64,4,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,0.057913,158199010,0.314369,2183070,2182407
32,16,ON,8,DDR4_2400_8x8,None,64,0.058181,158249753,0.310318,2155345,2154762
512,1,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.036806,158780656,0.014261,99018,236538
64,1,OFF,4,DDR3_1600_8x8,None,128,0.139154,158735292,0.263084,1828737,1826586
512,16,OFF,4,DDR4_2400_8x8,None,128,0.031862,158758803,0.001454,10092,8435
256,2,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.040252,158753103,0.018202,126398,336332
512,8,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,128,0.031922,158722223,0.001137,7888,9495
64,16,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.104617,158744500,0.215455,1496985,3833589
64,1,ON,16,DDR3_1600_8x8,TaggedPrefetcher,128,0.060475,158203799,0.283102,1967194,5677299
64,2,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,32,0.144006,158758873,0.295604,2055296,6242889
512,8,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.031809,158746249,0.001493,10369,18789
32,1,ON,2,DDR4_2400_16x4,AMPMPrefetcher,64,0.063754,158229521,0.350319,2433763,11219327
64,1,OFF,8,DDR4_2400_4x16,TaggedPrefetcher,64,0.141276,158737140,0.276820,1923540,5645981
32,4,ON,1,DDR4_2400_8x8,AMPMPrefetcher,64,0.060220,158195753,0.321910,2236656,10766924
64,2,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.044666,158192717,0.135283,938996,3666908
128,16,OFF,16,DDR4_2400_4x16,BOPPrefetcher,32,0.067407,158786670,0.077866,540899,540162
128,8,ON,2,DDR3_1600_8x8,None,128,0.054095,158232800,0.259178,1799551,1798668
512,16,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.031892,158749225,0.000988,6862,11034
32,16,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.136987,158784668,0.257331,1789625,4661329
256,2,OFF,16,DDR3_1600_8x8,None,32,0.058410,158836781,0.066004,458465,457723
256,4,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,64,0.032938,158699009,0.004620,32063,64920
128,8,OFF,2,DDR4_2400_4x16,None,64,0.104153,158796668,0.180206,1252289,1251597
128,1,ON,2,DDR4_2400_8x8,TaggedPrefetcher,32,0.045635,158151906,0.154165,1070855,3146919
128,4,OFF,4,DDR3_2133_8x8,None,32,0.109250,158827263,0.203030,1410909,1410184
128,8,OFF,2,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.060244,158780621,0.071538,496926,1084013
128,8,ON,16,DDR4_2400_16x4,TaggedPrefetcher,128,0.050284,158208783,0.182131,1264914,3608072
512,4,OFF,2,DDR3_2133_8x8,BOPPrefetcher,128,0.031833,158765335,0.001293,8973,10209
128,2,ON,4,DDR4_2400_8x8,AMPMPrefetcher,128,0.045542,158218827,0.133495,926694,2770052
128,2,OFF,1,DDR4_2400_8x8,BOPPrefetcher,64,0.080385,158785737,0.125721,872986,890497
128,4,ON,2,DDR4_2400_16x4,BOPPrefetcher,128,0.044821,158234520,0.146717,1019018,1056701
512,8,ON,1,DDR4_2400_16x4,TaggedPrefetcher,128,0.032750,158250834,0.000884,6136,11145
64,1,ON,2,DDR3_2133_8x8,None,64,0.057351,158223448,0.291087,2020694,2020111
512,8,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,128,0.031919,158742904,0.001159,8044,9697
64,1,OFF,16,DDR3_1600_8x8,None,32,0.152154,158716988,0.313745,2180556,2179846
128,1,ON,1,DDR3_2133_8x8,BOPPrefetcher,64,0.043760,158225675,0.135572,941305,967397
32,2,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.112563,158760017,0.254265,1766891,4545742
64,8,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,64,0.154760,158791849,0.310249,2158186,6507082
512,4,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.032768,158238192,0.001027,7131,10492
512,2,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.057460,158748500,0.057286,398095,461272
128,16,OFF,2,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.062047,158726278,0.063870,443302,652311
32,8,ON,8,DDR4_2400_16x4,TaggedPrefetcher,128,0.062359,158245151,0.308548,2144375,6200833
256,2,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.040108,158726630,0.017156,119119,290742
512,8,ON,8,DDR4_2400_16x4,TaggedPrefetcher,64,0.032791,158222323,0.001618,11235,18665
512,4,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,128,0.031943,158734709,0.001007,6985,11479
256,1,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.038957,158202728,0.078284,543347,2019693
64,4,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.114111,158764783,0.250528,1740685,4412305
64,4,ON,2,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.044456,158194122,0.140531,976198,3520320
256,4,ON,4,DDR3_1600_8x8,AMPMPrefetcher,32,0.032657,158271862,0.005689,39501,106577
128,8,ON,16,DDR4_2400_4x16,TaggedPrefetcher,64,0.042602,158201525,0.112261,779234,2153141
64,8,ON,16,DDR3_1600_8x8,BOPPrefetcher,32,0.058119,158185656,0.314312,2182633,2181978
64,1,OFF,1,DDR3_1600_8x8,None,32,0.152154,158716988,0.313745,2180556,2179846
64,1,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.046068,158199925,0.146330,1016089,3603949
128,16,OFF,16,DDR4_2400_4x16,BOPPrefetcher,128,0.110110,158768751,0.177963,1236957,1275594
512,1,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,64,0.054855,158750842,0.060265,418573,1586690
128,16,OFF,1,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.077738,158789097,0.098353,683851,1566861
512,4,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,64,0.031745,158756433,0.001604,11141,18030
256,8,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,128,0.032095,158752752,0.002017,13997,22858
128,2,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.070710,158713421,0.081293,564440,1473488
256,16,OFF,8,DDR3_1600_8x8,None,32,0.034836,158775509,0.007628,52934,52185
256,8,OFF,16,DDR4_2400_4x16,AMPMPrefetcher,128,0.031700,158755261,0.001769,12278,16238
32,16,ON,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.062338,158220339,0.308331,2142193,6198944
32,16,ON,4,DDR4_2400_8x8,None,128,0.058136,158242322,0.307946,2140210,2139428
256,8,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.031728,158766960,0.001644,11416,16654
32,2,OFF,2,DDR4_2400_16x4,BOPPrefetcher,64,0.150223,158806488,0.310240,2159019,2222797
512,1,OFF,8,DDR3_1600_8x8,None,32,0.065462,158820472,0.083806,581916,581179
64,8,ON,16,DDR4_2400_16x4,TaggedPrefetcher,64,0.060291,158166424,0.308079,2139821,6296440
128,16,ON,8,DDR4_2400_4x16,AMPMPrefetcher,64,0.047011,158201933,0.169107,1174300,1620151
256,8,OFF,1,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.031676,158739707,0.002399,16655,29356
256,16,ON,1,DDR3_2133_8x8,None,128,0.032595,158246751,0.002372,16470,15473
32,1,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,64,0.159288,158798793,0.334074,2323879,6886338
128,16,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,128,0.065792,158779620,0.064995,451673,1048537
32,2,OFF,2,DDR3_1600_8x8,BOPPrefetcher,128,0.157580,158754766,0.298778,2077796,2153601
512,4,OFF,16,DDR3_1600_8x8,BOPPrefetcher,32,0.032748,158788880,0.004485,31111,30341
32,1,OFF,1,DDR4_2400_16x4,None,64,0.151656,158753452,0.322916,2244334,2243660
512,8,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,32,0.031694,158755926,0.003461,24022,32357
128,16,ON,2,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.040288,158228313,0.091397,634476,2165685
512,4,ON,4,DDR3_2133_8x8,None,128,0.032814,158226416,0.001470,10204,9479
128,8,ON,2,DDR3_1600_8x8,BOPPrefetcher,32,0.048438,158208824,0.201216,1398167,1397479
32,4,ON,2,DDR3_2133_8x8,BOPPrefetcher,32,0.057877,158202507,0.315112,2189495,2188843
512,4,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,32,0.031839,158747717,0.002273,15767,32160
256,16,OFF,16,DDR4_2400_4x16,None,128,0.031744,158736732,0.002520,17487,15394
256,8,OFF,4,DDR3_2133_8x8,BOPPrefetcher,32,0.033749,158778685,0.007626,52928,52169
256,4,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.032705,158203513,0.002329,16158,28980
256,16,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,64,0.031720,158751708,0.002322,16118,32134
256,2,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.033909,158199090,0.016124,111962,322724
128,1,OFF,4,DDR3_1600_8x8,AMPMPrefetcher,32,0.132430,158798462,0.248752,1729945,5499163
512,1,ON,8,DDR4_2400_4x16,AMPMPrefetcher,128,0.034798,158248437,0.021911,152137,491861
64,16,ON,16,DDR4_2400_4x16,BOPPrefetcher,128,0.057503,158232111,0.297647,2067219,2138103
512,16,ON,1,DDR3_2133_8x8,TaggedPrefetcher,64,0.032618,158209324,0.001524,10579,17503
128,8,ON,8,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.040296,158233402,0.096130,667944,2636532
64,1,OFF,4,DDR4_2400_8x8,None,64,0.138052,158763191,0.280149,1947456,1946777
32,16,ON,2,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.044139,158190216,0.143742,998146,3791250
512,16,ON,8,DDR4_2400_8x8,AMPMPrefetcher,32,0.032634,158278512,0.002007,13940,28813
128,2,ON,8,DDR4_2400_8x8,BOPPrefetcher,32,0.045780,158194360,0.166205,1154694,1154012
32,4,OFF,4,DDR3_2133_8x8,AMPMPrefetcher,128,0.166002,158759250,0.314148,2185134,6523259
64,8,OFF,2,DDR4_2400_8x8,BOPPrefetcher,128,0.156227,158756597,0.296372,2063063,2139259
64,8,OFF,8,DDR4_2400_16x4,BOPPrefetcher,128,0.155854,158767113,0.296278,2062039,2142129
64,8,OFF,4,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.109731,158760437,0.239985,1667037,4235709
128,2,ON,2,DDR4_2400_8x8,None,128,0.047992,158235179,0.186802,1297159,1296440
256,1,ON,16,DDR4_2400_16x4,TaggedPrefetcher,128,0.037238,158230646,0.045170,313460,896152
256,4,OFF,16,DDR4_2400_4x16,AMPMPrefetcher,32,0.033774,158741141,0.005883,40814,115434
128,1,ON,16,DDR4_2400_4x16,AMPMPrefetcher,128,0.047226,158183326,0.152611,1059597,2642864
32,2,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.044626,158185253,0.146232,1015354,3361737
512,16,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.031883,158748426,0.001042,7236,9515
128,16,ON,2,DDR4_2400_8x8,None,128,0.038935,158229858,0.076561,531327,530461
512,1,ON,4,DDR4_2400_4x16,AMPMPrefetcher,64,0.034726,158217504,0.024330,168979,978184
128,4,OFF,4,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.076116,158769302,0.094618,657244,1670840
32,4,ON,1,DDR4_2400_16x4,None,64,0.057914,158194817,0.310469,2156200,2155616
128,2,ON,2,DDR4_2400_16x4,BOPPrefetcher,64,0.041910,158217480,0.115246,800108,820306
32,16,OFF,16,DDR3_2133_8x8,None,32,0.148783,158779260,0.314827,2189148,2188431
512,4,OFF,2,DDR4_2400_4x16,TaggedPrefetcher,128,0.031835,158754373,0.001060,7362,11840
32,2,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,64,0.151788,158780241,0.309918,2155044,6327403
256,16,OFF,1,DDR3_2133_8x8,TaggedPrefetcher,128,0.031878,158769014,0.001431,9935,18180
512,4,ON,16,DDR3_1600_8x8,AMPMPrefetcher,128,0.032824,158204828,0.001020,7080,9825
256,8,OFF,2,DDR4_2400_8x8,BOPPrefetcher,128,0.031708,158771029,0.002139,14854,16380
512,4,ON,16,DDR3_2133_8x8,BOPPrefetcher,128,0.032830,158275677,0.001415,9818,9833
32,2,ON,8,DDR3_2133_8x8,BOPPrefetcher,64,0.058256,158242220,0.310940,2158651,2224618
32,8,OFF,8,DDR4_2400_4x16,None,64,0.152669,158779549,0.310095,2156466,2155795
64,4,ON,16,DDR4_2400_4x16,TaggedPrefetcher,128,0.062344,158232072,0.307292,2135141,6185157
512,2,ON,8,DDR4_2400_8x8,None,64,0.032927,158275916,0.003503,24321,23645
32,1,ON,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.060847,158129438,0.326309,2265031,6678846
64,1,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,32,0.143263,158731195,0.283181,1968856,5767966
