l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,sim_seconds
512,16,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,32,0.031648
512,1,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,32,0.048204
256,2,OFF,4,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.031977
128,1,ON,8,DDR3_2133_8x8,AMPMPrefetcher,32,0.046909
512,8,ON,2,DDR3_1600_8x8,AMPMPrefetcher,128,0.032790
128,2,OFF,4,DDR4_2400_4x16,None,128,0.077352
256,4,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.032453
128,8,ON,16,DDR3_1600_8x8,TaggedPrefetcher,64,0.043442
128,16,OFF,2,DDR4_2400_8x8,AMPMPrefetcher,32,0.099786
32,16,ON,1,DDR4_2400_4x16,BOPPrefetcher,64,0.057827
128,1,OFF,4,DDR4_2400_4x16,BOPPrefetcher,32,0.132425
128,16,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.059258
128,8,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,64,0.105861
256,2,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.044702
512,1,ON,2,DDR4_2400_4x16,AMPMPrefetcher,64,0.034430
128,8,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.071812
32,2,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,64,0.147653
512,2,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,128,0.069200
64,4,ON,1,DDR4_2400_8x8,BOPPrefetcher,64,0.057763
256,2,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,64,0.058560
32,1,ON,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.063528
256,8,OFF,4,DDR3_1600_8x8,BOPPrefetcher,64,0.032323
256,16,ON,2,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.032449
64,1,ON,1,DDR4_2400_8x8,BOPPrefetcher,64,0.054652
256,16,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,128,0.031754
32,4,OFF,16,DDR4_2400_4x16,BOPPrefetcher,128,0.156563
512,2,ON,1,DDR3_2133_8x8,BOPPrefetcher,64,0.032619
256,1,ON,4,DDR4_2400_8x8,None,64,0.040870
64,4,OFF,1,DDR4_2400_8x8,None,64,0.149735
256,16,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.032753
256,1,OFF,4,DDR3_1600_8x8,AMPMPrefetcher,32,0.103314
64,1,OFF,2,DDR4_2400_16x4,BOPPrefetcher,32,0.134838
128,1,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,128,0.122456
32,4,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.099613
256,1,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,128,0.087561
512,2,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,64,0.043636
32,16,ON,4,DDR3_1600_8x8,BOPPrefetcher,32,0.057810
256,16,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.031754
128,1,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.039473
256,2,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,64,0.034113
128,16,ON,4,DDR3_1600_8x8,AMPMPrefetcher,64,0.038604
256,8,ON,4,DDR3_2133_8x8,None,64,0.032744
128,2,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,64,0.083345
128,8,ON,8,DDR4_2400_16x4,None,32,0.047952
128,1,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,64,0.118271
32,2,OFF,2,DDR4_2400_8x8,None,64,0.150441
128,16,OFF,4,DDR4_2400_16x4,None,32,0.106585
512,4,ON,4,DDR4_2400_16x4,None,64,0.032731
256,8,OFF,2,DDR4_2400_8x8,None,32,0.033815
128,4,OFF,2,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.076086
32,16,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.044816
64,2,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.045746
128,4,ON,4,DDR3_2133_8x8,AMPMPrefetcher,128,0.051293
64,4,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.150943
32,8,OFF,16,DDR4_2400_16x4,BOPPrefetcher,32,0.152108
128,1,ON,16,DDR4_2400_16x4,AMPMPrefetcher,128,0.047844
512,16,ON,1,DDR3_2133_8x8,TaggedPrefetcher,128,0.032785
64,1,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.044800
64,2,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,32,0.155280
256,16,ON,1,DDR3_2133_8x8,None,32,0.032224
64,2,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,64,0.149852
128,4,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.038105
512,16,OFF,8,DDR4_2400_4x16,BOPPrefetcher,128,0.031879
256,2,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.033782
128,4,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.076086
256,2,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.047426
32,1,ON,4,DDR3_2133_8x8,AMPMPrefetcher,32,0.062465
32,8,ON,2,DDR4_2400_4x16,BOPPrefetcher,128,0.057149
128,4,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.078164
256,8,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.032271
128,1,ON,1,DDR3_2133_8x8,TaggedPrefetcher,64,0.049045
128,1,ON,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.047420
128,16,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,128,0.107875
128,8,OFF,16,DDR3_2133_8x8,None,128,0.081385
256,1,ON,1,DDR3_2133_8x8,TaggedPrefetcher,64,0.037837
256,8,OFF,8,DDR4_2400_8x8,None,64,0.032137
64,1,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.044958
64,8,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.045024
64,16,OFF,8,DDR3_2133_8x8,BOPPrefetcher,32,0.147769
512,1,ON,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.036250
256,2,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,64,0.033077
256,2,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,128,0.033954
512,2,ON,2,DDR3_2133_8x8,TaggedPrefetcher,128,0.032870
256,8,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,128,0.032388
32,16,OFF,4,DDR3_1600_8x8,BOPPrefetcher,128,0.157927
256,4,ON,4,DDR4_2400_8x8,None,128,0.032922
512,8,OFF,16,DDR4_2400_4x16,None,32,0.032619
64,1,ON,8,DDR3_1600_8x8,BOPPrefetcher,32,0.053769
128,1,OFF,2,DDR4_2400_4x16,TaggedPrefetcher,64,0.109266
64,16,ON,1,DDR4_2400_8x8,TaggedPrefetcher,128,0.062180
64,1,OFF,4,DDR4_2400_16x4,BOPPrefetcher,32,0.134838
128,4,OFF,2,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.078164
512,16,ON,8,DDR3_1600_8x8,None,32,0.032678
128,16,OFF,16,DDR3_1600_8x8,None,128,0.108753
64,8,ON,1,DDR3_2133_8x8,None,128,0.057817
128,16,OFF,8,DDR3_1600_8x8,None,32,0.071082
512,1,ON,16,DDR4_2400_4x16,AMPMPrefetcher,32,0.034265
128,4,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,128,0.104392
64,4,ON,2,DDR3_2133_8x8,AMPMPrefetcher,64,0.059658
128,8,ON,4,DDR4_2400_8x8,AMPMPrefetcher,32,0.041983
512,4,OFF,8,DDR3_2133_8x8,None,128,0.031819
256,1,ON,16,DDR4_2400_16x4,None,32,0.037975
32,8,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,64,0.155360
256,4,OFF,2,DDR4_2400_16x4,None,64,0.033068
256,2,OFF,2,DDR4_2400_8x8,AMPMPrefetcher,128,0.033131
32,4,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.045199
32,2,ON,2,DDR4_2400_4x16,BOPPrefetcher,32,0.057792
256,2,ON,8,DDR3_1600_8x8,AMPMPrefetcher,64,0.036427
32,2,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,64,0.147653
512,1,OFF,16,DDR4_2400_16x4,BOPPrefetcher,32,0.049666
128,1,ON,2,DDR4_2400_4x16,AMPMPrefetcher,64,0.046959
128,2,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,32,0.085424
256,8,ON,2,DDR4_2400_4x16,AMPMPrefetcher,32,0.032410
256,2,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.033119
256,8,ON,4,DDR4_2400_16x4,TaggedPrefetcher,128,0.032790
128,8,ON,1,DDR3_1600_8x8,BOPPrefetcher,128,0.047382
32,16,OFF,16,DDR4_2400_4x16,None,128,0.161291
512,2,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.039354
64,2,ON,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.062347
512,16,OFF,16,DDR4_2400_8x8,None,64,0.031570
512,4,ON,1,DDR4_2400_16x4,AMPMPrefetcher,32,0.032433
32,4,ON,16,DDR3_1600_8x8,TaggedPrefetcher,128,0.062330
32,1,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.114301
128,8,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.084226
32,1,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.125180
512,2,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,128,0.032771
64,8,ON,8,DDR4_2400_4x16,BOPPrefetcher,128,0.057435
128,16,ON,4,DDR4_2400_8x8,BOPPrefetcher,32,0.047622
256,1,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.051086
512,2,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.038592
256,2,ON,16,DDR3_1600_8x8,None,128,0.033187
32,2,ON,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.059081
64,16,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.150393
128,2,OFF,2,DDR3_2133_8x8,None,64,0.102286
32,16,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.045092
32,4,OFF,2,DDR4_2400_4x16,None,64,0.152403
64,8,ON,8,DDR4_2400_4x16,BOPPrefetcher,32,0.057946
32,2,ON,16,DDR4_2400_16x4,TaggedPrefetcher,128,0.062573
512,4,OFF,8,DDR4_2400_16x4,BOPPrefetcher,32,0.032704
512,2,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.032010
32,4,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,128,0.165164
256,1,ON,2,DDR3_2133_8x8,BOPPrefetcher,32,0.043096
32,4,ON,16,DDR4_2400_16x4,None,32,0.058089
512,8,ON,4,DDR4_2400_4x16,BOPPrefetcher,32,0.032583
512,16,ON,8,DDR4_2400_8x8,AMPMPrefetcher,128,0.032869
512,2,OFF,4,DDR3_2133_8x8,AMPMPrefetcher,128,0.032435
32,8,ON,1,DDR4_2400_4x16,None,32,0.057598
256,1,ON,1,DDR3_2133_8x8,None,64,0.037672
256,16,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.032746
64,16,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.046874
512,8,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,32,0.031752
32,1,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.109688
32,1,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,128,0.171738
512,4,ON,8,DDR4_2400_16x4,BOPPrefetcher,64,0.032570
256,1,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,32,0.112597
64,1,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.044997
512,1,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,128,0.051748
512,2,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,128,0.047358
64,4,OFF,8,DDR4_2400_4x16,BOPPrefetcher,64,0.150729
32,2,ON,4,DDR4_2400_4x16,AMPMPrefetcher,128,0.064129
512,1,ON,2,DDR4_2400_4x16,TaggedPrefetcher,128,0.040217
128,8,OFF,2,DDR4_2400_8x8,None,64,0.103849
32,16,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,128,0.172289
512,8,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.031786
64,4,ON,2,DDR4_2400_4x16,BOPPrefetcher,128,0.057380
32,16,OFF,1,DDR4_2400_4x16,None,128,0.161291
256,4,ON,1,DDR4_2400_4x16,BOPPrefetcher,64,0.032884
256,8,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.031726
512,16,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,32,0.031648
512,4,OFF,1,DDR3_2133_8x8,TaggedPrefetcher,128,0.031943
128,2,ON,2,DDR4_2400_4x16,None,32,0.041576
256,4,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,64,0.031831
32,16,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.106853
256,16,ON,16,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.032819
64,2,ON,1,DDR3_2133_8x8,BOPPrefetcher,64,0.057636
64,1,OFF,16,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.101941
32,1,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.048210
32,4,ON,1,DDR3_1600_8x8,AMPMPrefetcher,128,0.062972
256,8,OFF,8,DDR3_1600_8x8,None,32,0.033974
64,1,ON,8,DDR4_2400_4x16,AMPMPrefetcher,64,0.056130
32,4,OFF,2,DDR3_2133_8x8,BOPPrefetcher,32,0.147332
32,1,ON,2,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.046793
32,8,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,128,0.171591
256,4,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,64,0.032823
256,4,ON,2,DDR3_2133_8x8,None,32,0.032591
128,8,ON,8,DDR3_1600_8x8,AMPMPrefetcher,64,0.047921
32,16,OFF,1,DDR4_2400_16x4,None,128,0.160258
512,16,OFF,4,DDR3_2133_8x8,BOPPrefetcher,32,0.032427
64,1,OFF,16,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.115064
64,2,OFF,4,DDR4_2400_4x16,None,128,0.155548
512,4,OFF,8,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.031924
64,8,OFF,4,DDR3_1600_8x8,AMPMPrefetcher,128,0.172205
64,2,ON,1,DDR4_2400_4x16,None,128,0.064997
128,8,OFF,1,DDR4_2400_8x8,BOPPrefetcher,32,0.079893
32,8,OFF,16,DDR4_2400_16x4,BOPPrefetcher,128,0.156016
256,4,OFF,1,DDR4_2400_8x8,None,128,0.052294
512,8,ON,8,DDR4_2400_8x8,None,128,0.032842
256,8,OFF,16,DDR3_2133_8x8,None,32,0.033749
128,1,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,32,0.108570
32,1,ON,16,DDR4_2400_4x16,AMPMPrefetcher,128,0.069762
32,2,OFF,1,DDR4_2400_8x8,BOPPrefetcher,128,0.155900
32,2,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,64,0.155099
256,16,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,32,0.032258
32,1,ON,2,DDR3_2133_8x8,None,128,0.062399
64,1,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.165109
512,4,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.031906
64,8,ON,2,DDR3_1600_8x8,TaggedPrefetcher,64,0.060099
512,4,ON,2,DDR4_2400_8x8,BOPPrefetcher,64,0.032753
32,4,ON,16,DDR4_2400_4x16,BOPPrefetcher,64,0.058127
128,16,OFF,16,DDR4_2400_16x4,None,32,0.106585
64,1,OFF,1,DDR4_2400_8x8,None,32,0.130743
512,1,ON,2,DDR3_1600_8x8,None,64,0.032791
32,16,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.046414
64,4,OFF,1,DDR4_2400_16x4,BOPPrefetcher,64,0.149258
64,8,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.105945
64,2,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,128,0.171729
512,4,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.032821
512,1,ON,2,DDR4_2400_4x16,None,128,0.036023
32,8,ON,1,DDR3_1600_8x8,TaggedPrefetcher,64,0.060125
32,4,ON,16,DDR4_2400_16x4,None,128,0.058144
64,8,OFF,4,DDR3_2133_8x8,BOPPrefetcher,64,0.145150
256,8,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.031728
32,4,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.149027
64,4,ON,8,DDR4_2400_16x4,None,64,0.058172
128,2,ON,1,DDR3_1600_8x8,AMPMPrefetcher,128,0.043229
512,8,OFF,8,DDR3_1600_8x8,BOPPrefetcher,64,0.031519
32,4,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.104101
512,16,ON,1,DDR3_1600_8x8,TaggedPrefetcher,32,0.032416
64,4,OFF,4,DDR4_2400_8x8,AMPMPrefetcher,64,0.153179
512,16,ON,1,DDR4_2400_4x16,None,64,0.032540
256,2,OFF,8,DDR4_2400_8x8,BOPPrefetcher,32,0.046510
32,2,ON,4,DDR4_2400_4x16,None,64,0.058197
32,8,OFF,8,DDR4_2400_16x4,None,32,0.152108
32,4,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.175957
512,4,ON,4,DDR4_2400_8x8,AMPMPrefetcher,64,0.032732
64,4,OFF,1,DDR3_2133_8x8,BOPPrefetcher,128,0.149814
64,2,OFF,16,DDR3_2133_8x8,BOPPrefetcher,32,0.147718
256,8,ON,1,DDR3_1600_8x8,TaggedPrefetcher,32,0.032309
64,8,ON,1,DDR4_2400_4x16,None,64,0.058017
128,16,ON,8,DDR4_2400_16x4,TaggedPrefetcher,128,0.049436
256,4,ON,4,DDR4_2400_8x8,BOPPrefetcher,64,0.033112
256,16,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.031844
512,16,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,128,0.031908
512,2,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,64,0.044431
256,8,ON,8,DDR4_2400_16x4,None,128,0.032842
256,4,OFF,4,DDR4_2400_8x8,BOPPrefetcher,32,0.034897
128,8,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.037773
128,8,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.073568
32,2,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,32,0.158510
512,8,ON,4,DDR4_2400_4x16,None,128,0.032803
64,16,OFF,2,DDR3_1600_8x8,None,32,0.152420
128,1,ON,2,DDR4_2400_4x16,BOPPrefetcher,128,0.047099
512,2,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,32,0.043375
256,8,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.032478
512,4,ON,1,DDR4_2400_16x4,None,128,0.032724
64,4,ON,8,DDR4_2400_16x4,AMPMPrefetcher,32,0.058568
64,16,ON,8,DDR3_1600_8x8,AMPMPrefetcher,128,0.063441
256,1,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.059654
256,8,OFF,8,DDR4_2400_8x8,BOPPrefetcher,32,0.033815
256,8,OFF,16,DDR4_2400_16x4,None,128,0.031788
512,16,ON,16,DDR3_2133_8x8,AMPMPrefetcher,32,0.032677
256,2,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,32,0.068897
512,8,OFF,16,DDR3_1600_8x8,BOPPrefetcher,128,0.031810
128,1,OFF,2,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.080026
512,2,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,64,0.032669
512,1,OFF,2,DDR4_2400_4x16,None,128,0.049508
256,1,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.033971
32,2,OFF,1,DDR3_2133_8x8,None,64,0.146554
512,1,ON,2,DDR3_2133_8x8,None,32,0.032277
256,4,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,64,0.033701
128,8,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,32,0.079585
256,2,ON,2,DDR4_2400_16x4,TaggedPrefetcher,32,0.037609
64,1,OFF,16,DDR4_2400_16x4,AMPMPrefetcher,128,0.166420
32,2,ON,8,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.046094
512,4,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,32,0.031779
256,8,OFF,8,DDR4_2400_16x4,BOPPrefetcher,32,0.033762
512,4,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,32,0.031790
256,8,OFF,2,DDR3_1600_8x8,None,32,0.033974
256,4,OFF,2,DDR3_1600_8x8,None,64,0.033828
128,8,ON,16,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.041032
512,16,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.031738
128,4,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.040034
128,4,OFF,1,DDR4_2400_4x16,BOPPrefetcher,128,0.096197
256,1,ON,2,DDR3_1600_8x8,BOPPrefetcher,32,0.046754
256,1,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,64,0.087772
128,4,ON,4,DDR3_2133_8x8,BOPPrefetcher,128,0.042730
256,2,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,32,0.045121
64,16,ON,2,DDR3_1600_8x8,TaggedPrefetcher,32,0.059044
32,2,OFF,1,DDR3_1600_8x8,BOPPrefetcher,32,0.153600
256,2,OFF,4,DDR4_2400_8x8,AMPMPrefetcher,32,0.057499
256,1,OFF,1,DDR4_2400_8x8,BOPPrefetcher,128,0.074920
512,8,ON,4,DDR3_2133_8x8,None,64,0.032809
128,4,OFF,1,DDR3_2133_8x8,BOPPrefetcher,64,0.092340
512,1,OFF,1,DDR4_2400_4x16,BOPPrefetcher,128,0.032559
64,16,OFF,16,DDR4_2400_4x16,BOPPrefetcher,64,0.151217
512,8,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.032777
64,1,ON,4,DDR4_2400_4x16,TaggedPrefetcher,128,0.059143
256,1,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.064337
128,16,ON,1,DDR3_2133_8x8,None,128,0.048359
512,8,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.031715
128,4,OFF,16,DDR4_2400_16x4,BOPPrefetcher,64,0.093296
512,1,OFF,16,DDR3_2133_8x8,None,32,0.041709
256,16,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.031726
256,16,OFF,2,DDR4_2400_16x4,BOPPrefetcher,128,0.031753
512,4,OFF,2,DDR3_2133_8x8,BOPPrefetcher,32,0.032680
128,8,ON,4,DDR3_2133_8x8,None,32,0.048697
32,1,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.135257
128,8,OFF,2,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.079125
256,8,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.032842
128,1,OFF,8,DDR4_2400_4x16,BOPPrefetcher,128,0.105353
64,16,ON,16,DDR4_2400_8x8,TaggedPrefetcher,64,0.060253
256,8,ON,2,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.032675
128,2,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.063822
512,1,ON,16,DDR4_2400_8x8,TaggedPrefetcher,64,0.037985
256,16,ON,16,DDR3_2133_8x8,BOPPrefetcher,32,0.032856
64,16,OFF,8,DDR4_2400_8x8,None,128,0.159043
256,2,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.033026
512,8,ON,4,DDR3_2133_8x8,BOPPrefetcher,64,0.032747
512,8,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,64,0.031806
64,2,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,32,0.140814
256,8,OFF,8,DDR4_2400_16x4,BOPPrefetcher,128,0.031658
64,16,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.044621
256,4,ON,2,DDR4_2400_16x4,AMPMPrefetcher,64,0.032786
128,1,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.037659
128,4,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.075043
512,2,ON,2,DDR3_1600_8x8,TaggedPrefetcher,128,0.032820
128,1,ON,8,DDR4_2400_16x4,None,128,0.047202
256,4,OFF,4,DDR3_1600_8x8,BOPPrefetcher,32,0.035659
128,2,OFF,1,DDR4_2400_16x4,BOPPrefetcher,128,0.086312
512,1,ON,8,DDR4_2400_4x16,None,128,0.034572
256,4,OFF,2,DDR3_1600_8x8,TaggedPrefetcher,64,0.033701
128,8,ON,16,DDR4_2400_8x8,BOPPrefetcher,64,0.047856
512,2,ON,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.032551
512,2,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,128,0.031940
256,1,ON,16,DDR4_2400_4x16,BOPPrefetcher,32,0.047250
128,2,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,32,0.085700
512,4,OFF,4,DDR4_2400_16x4,None,64,0.031609
128,4,OFF,16,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.078164
512,4,OFF,4,DDR4_2400_4x16,BOPPrefetcher,32,0.032739
256,16,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.032486
64,8,ON,8,DDR4_2400_16x4,AMPMPrefetcher,32,0.058458
512,16,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,0.032226
256,4,ON,1,DDR4_2400_4x16,BOPPrefetcher,32,0.032712
512,1,OFF,16,DDR4_2400_8x8,BOPPrefetcher,32,0.049189
32,1,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,64,0.159288
64,8,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,128,0.172711
128,8,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.076764
256,16,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,64,0.031703
64,2,OFF,4,DDR4_2400_8x8,BOPPrefetcher,128,0.150418
512,8,OFF,16,DDR4_2400_8x8,TaggedPrefetcher,128,0.031971
256,2,ON,16,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.034099
512,4,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.031776
512,8,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.032677
32,2,ON,8,DDR4_2400_8x8,AMPMPrefetcher,32,0.059814
256,8,ON,1,DDR3_2133_8x8,AMPMPrefetcher,64,0.032247
256,2,OFF,2,DDR3_1600_8x8,None,32,0.058410
64,2,OFF,4,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.109344
256,1,ON,16,DDR3_1600_8x8,None,32,0.041099
512,1,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.041273
512,16,OFF,4,DDR4_2400_8x8,AMPMPrefetcher,64,0.031738
256,8,OFF,8,DDR4_2400_4x16,BOPPrefetcher,128,0.031750
64,8,ON,1,DDR4_2400_8x8,AMPMPrefetcher,64,0.060166
128,1,ON,1,DDR3_1600_8x8,TaggedPrefetcher,128,0.051045
32,8,OFF,8,DDR3_1600_8x8,BOPPrefetcher,64,0.150625
512,1,ON,8,DDR4_2400_4x16,None,32,0.035958
64,2,ON,1,DDR4_2400_8x8,AMPMPrefetcher,32,0.058687
